id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
5496cc91,Alberto Perea,es ESP,MF,Cádiz,29,1990,17.2,2,28,6,21.4,1.63,0.35,0.07,0.33,22.4,4,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
bc61cc65,Iñigo Pérez,es ESP,"MF,DF",Osasuna,32,1988,15.0,0,8,2,25.0,0.53,0.13,0.00,0.00,24.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
8f29e08b,Juan Pérez,es ESP,GK,Osasuna,24,1996,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
237a3851,Kike Pérez,es ESP,MF,Valladolid,23,1997,12.9,0,15,4,26.7,1.16,0.31,0.00,0.00,22.9,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
a300ac7e,Lucas Pérez,es ESP,FW,Alavés,31,1988,19.5,4,28,9,32.1,1.43,0.46,0.04,0.11,18.1,3,3,4,6.7,3.5,0.13,-2.7,-2.5,Matches
b7c04927,Luis Pérez,es ESP,DF,Valladolid,25,1995,14.4,0,2,0,0.0,0.14,0.00,0.00,,22.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
f7c491f1,Nehuén Pérez,ar ARG,DF,Granada,20,2000,8.2,0,5,1,20.0,0.61,0.12,0.00,0.00,9.8,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
48e89655,Pablo Piatti,ar ARG,"MF,FW",Elche,31,1989,4.0,0,4,3,75.0,1.00,0.75,0.00,0.00,22.1,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
32c0491f,Cristiano Piccini,it ITA,DF,Valencia,27,1992,0.7,0,1,0,0.0,1.34,0.00,0.00,,51.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
e54bd0a2,Tomás Pina Isla,es ESP,MF,Alavés,32,1987,28.6,1,9,1,11.1,0.31,0.03,0.11,1.00,18.5,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
540ec57b,Yeremi Pino,es ESP,"FW,MF",Villarreal,17,2002,8.9,3,13,5,38.5,1.47,0.56,0.23,0.60,15.2,0,0,0,1.0,1.0,0.08,+2.0,+2.0,Matches
adfc9123,Gerard Piqué,es ESP,DF,Barcelona,33,1987,16.5,0,9,2,22.2,0.55,0.12,0.00,0.00,10.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8,Matches
ad6df2d5,Miralem Pjanić,ba BIH,MF,Barcelona,30,1990,7.0,0,16,3,18.8,2.30,0.43,0.00,0.00,22.5,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
7c388b20,Óscar Plano,es ESP,"MF,FW",Valladolid,29,1991,28.0,5,40,10,25.0,1.43,0.36,0.13,0.50,16.8,0,0,0,4.8,4.8,0.12,+0.2,+0.2,Matches
0d298637,Dani Plomer,es ESP,FW,Granada,21,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
0a8bcb23,Jorge Pombo,es ESP,"FW,MF",Cádiz,26,1994,5.8,1,14,4,28.6,2.41,0.69,0.07,0.25,20.7,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
29b61deb,Pere Pons,es ESP,MF,Alavés,27,1993,13.2,2,9,4,44.4,0.68,0.30,0.22,0.50,18.9,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches
8e010ff4,Francisco Portillo,es ESP,"MF,FW",Getafe,30,1990,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1bda5842,Portu,es ESP,"FW,MF",Real Sociedad,28,1992,24.3,8,31,11,35.5,1.28,0.45,0.26,0.73,13.0,0,0,0,5.9,5.9,0.19,+2.1,+2.1,Matches
474ecac8,Sergio Postigo,es ESP,DF,Levante,31,1988,18.0,0,1,0,0.0,0.06,0.00,0.00,,13.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
cbdf7d5c,Darío Poveda,es ESP,FW,Getafe,23,1997,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3c16d927,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,21,1999,24.3,0,11,1,9.1,0.45,0.04,0.00,0.00,23.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
c77a8043,Antonio Puertas,es ESP,"FW,MF",Granada,28,1992,24.1,3,26,11,42.3,1.08,0.46,0.12,0.27,16.8,0,0,0,3.3,3.3,0.13,-0.3,-0.3,Matches
f090a37a,Riqui Puig,es ESP,"MF,FW",Barcelona,20,1999,3.2,1,4,2,50.0,1.23,0.62,0.25,0.50,18.9,0,0,0,0.6,0.6,0.16,+0.4,+0.4,Matches
978cd030,Jorge Pulido,es ESP,DF,Huesca,29,1991,32.1,1,17,2,11.8,0.53,0.06,0.06,0.50,14.4,0,0,0,2.6,2.6,0.16,-1.6,-1.6,Matches
41fb0f4e,Domingos Quina,pt POR,MF,Granada,20,1999,3.8,2,8,3,37.5,2.11,0.79,0.25,0.67,21.7,0,0,0,0.3,0.3,0.04,+1.7,+1.7,Matches
7a538238,Quini,es ESP,DF,Granada,30,1989,13.2,1,8,3,37.5,0.60,0.23,0.13,0.33,25.8,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
c966fce1,Quique,es ESP,"FW,MF",Eibar,30,1990,1.9,0,4,1,25.0,2.16,0.54,0.00,0.00,14.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
ea6a7ab4,Dani Raba,es ESP,"MF,FW",Villarreal,24,1995,1.7,0,6,1,16.7,3.60,0.60,0.00,0.00,16.9,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
faed84db,Uroš Račić,rs SRB,MF,Valencia,22,1998,24.3,1,35,10,28.6,1.44,0.41,0.03,0.10,22.9,0,0,0,1.6,1.6,0.04,-0.6,-0.6,Matches
b5dd3469,Nemanja Radoja,rs SRB,MF,Levante,27,1993,12.5,0,6,0,0.0,0.48,0.00,0.00,,23.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
89f951b5,Ivan Rakitić,hr CRO,MF,Sevilla,32,1988,24.8,4,38,8,21.1,1.53,0.32,0.05,0.25,19.8,2,2,2,5.2,3.6,0.09,-1.2,-1.6,Matches
be3a0121,Jonás Ramalho,es ESP,DF,Osasuna,27,1993,3.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
833fb62e,Sandro Ramírez,es ESP,FW,Huesca,25,1995,14.3,5,30,18,60.0,2.10,1.26,0.17,0.28,19.4,4,0,0,2.2,2.2,0.07,+2.8,+2.8,Matches
08511d65,Sergio Ramos,es ESP,DF,Real Madrid,34,1986,14.2,2,15,4,26.7,1.06,0.28,0.00,0.00,13.6,3,2,2,4.2,2.6,0.18,-2.2,-2.6,Matches
54073b28,Recio,es ESP,MF,Eibar,29,1991,8.2,1,13,2,15.4,1.59,0.25,0.00,0.00,21.7,1,1,1,1.3,0.6,0.04,-0.3,-0.6,Matches
4b3c863f,Francisco Reis Ferreira,pt POR,DF,Valencia,23,1997,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3376a776,Karim Rekik,nl NED,DF,Sevilla,25,1994,7.3,0,2,0,0.0,0.28,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
374ee424,Álex Remiro,es ESP,GK,Real Sociedad,25,1995,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
e8a0d2f7,Oriol Rey,es ESP,MF,Valladolid,22,1998,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
fce521d7,Ricard,es ESP,DF,Atlético Madrid,20,2000,0.3,0,1,0,0.0,3.00,0.00,0.00,,17.3,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
def69cd0,Mikel Rico,es ESP,MF,Huesca,35,1984,24.3,1,19,6,31.6,0.78,0.25,0.05,0.17,16.0,0,0,0,2.4,2.4,0.13,-1.4,-1.4,Matches
a1216563,Emiliano Rigoni,ar ARG,MF,Elche,27,1993,12.7,1,16,7,43.8,1.26,0.55,0.06,0.14,20.6,4,0,0,2.4,2.4,0.15,-1.4,-1.4,Matches
eb3dd471,Luis Rioja,es ESP,"MF,FW",Alavés,26,1993,23.2,4,24,9,37.5,1.03,0.39,0.17,0.44,18.1,0,0,0,3.3,3.3,0.14,+0.7,+0.7,Matches
c00097d2,Rober,es ESP,"DF,MF",Levante,25,1995,15.8,0,7,0,0.0,0.44,0.00,0.00,,15.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
ba3ca78f,Roberto,es ESP,GK,Valladolid,34,1986,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
335fa267,Sergi Roberto,es ESP,"DF,FW",Barcelona,28,1992,10.5,1,5,1,20.0,0.48,0.10,0.20,1.00,17.7,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
cda0b317,Joel Robles,es ESP,GK,Betis,30,1990,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ecd8c01e,Rubén Rochina,es ESP,MF,Levante,29,1991,15.6,0,35,7,20.0,2.24,0.45,0.00,0.00,24.9,0,0,0,1.4,1.4,0.04,-1.4,-1.4,Matches
85bed4ee,Rodrigo,es ESP,"FW,MF",Betis,20,2000,6.0,0,5,0,0.0,0.84,0.00,0.00,,21.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
f1bed920,Kévin Rodrigues,pt POR,"DF,MF",Eibar,26,1994,12.2,1,10,4,40.0,0.82,0.33,0.10,0.25,20.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
8cfc2f69,Ángel Rodríguez,es ESP,"FW,MF",Getafe,33,1987,15.3,5,36,12,33.3,2.36,0.79,0.11,0.33,16.9,0,1,2,5.7,4.1,0.11,-0.7,-0.1,Matches
19709006,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,22,1998,5.7,0,10,2,20.0,1.76,0.35,0.00,0.00,23.1,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
34e393f2,Guido Rodríguez,ar ARG,MF,Betis,26,1994,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.8,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
958d67bb,Miguel Rodríguez,es ESP,"FW,DF",Celta Vigo,17,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
15781606,Víctor Rodríguez,es ESP,MF,Elche,31,1989,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8f5e92a6,Rodrygo,br BRA,FW,Real Madrid,19,2001,10.9,1,25,5,20.0,2.29,0.46,0.04,0.20,16.7,1,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
51e3954c,Facundo Roncaglia,ar ARG,DF,Osasuna,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.50,25.0,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
24279b8b,Rubén,es ESP,GK,Osasuna,36,1984,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ccaa5728,Waldo Rubio,es ESP,"FW,MF",Valladolid,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.00,0.00,21.6,0,1,1,1.1,0.3,0.04,-0.1,-0.3,Matches
a55d8df5,Aitor Ruibal,es ESP,"FW,MF",Betis,24,1996,17.7,2,33,14,42.4,1.86,0.79,0.06,0.14,17.9,0,0,0,2.9,2.9,0.09,-0.9,-0.9,Matches
6e36226f,Isma Ruiz,es ESP,MF,Granada,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b3dc6eca,Víctor Ruiz,es ESP,DF,Betis,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.50,0.50,11.5,0,0,0,1.5,1.5,0.38,+0.5,+0.5,Matches
625c144a,Gerónimo Rulli,ar ARG,GK,Villarreal,28,1992,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
76d679c7,Modibo Sagnan,fr FRA,DF,Real Sociedad,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.00,0.00,23.4,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
1b40049a,Borja Sainz,es ESP,"MF,FW",Alavés,19,2001,5.0,1,7,4,57.1,1.39,0.79,0.14,0.25,17.0,0,0,0,1.3,1.3,0.19,-0.3,-0.3,Matches
405f267a,Salvi,es ESP,"MF,FW",Cádiz,29,1991,21.5,2,17,5,29.4,0.79,0.23,0.12,0.40,19.2,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
efecd633,Fede San Emeterio,es ESP,MF,Valladolid,23,1997,16.2,0,3,0,0.0,0.18,0.00,0.00,,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
0a447501,Antonio Sanabria,py PAR,FW,Betis,24,1996,10.4,3,25,12,48.0,2.41,1.16,0.12,0.25,11.7,0,0,0,5.0,5.0,0.20,-2.0,-2.0,Matches
bdb624a3,Oihan Sancet,es ESP,"FW,MF",Athletic Club,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.7,0,0,0,2.8,2.8,0.16,-0.8,-0.8,Matches
ea9b2ef9,Germán Sánchez,es ESP,DF,Granada,33,1986,29.3,3,13,5,38.5,0.44,0.17,0.23,0.60,9.3,0,0,0,2.3,2.3,0.17,+0.7,+0.7,Matches
60359288,Javi Sánchez,es ESP,DF,Valladolid,23,1997,10.2,0,3,0,0.0,0.29,0.00,0.00,,10.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
ffacd3d5,Manuel Sánchez,es ESP,DF,Osasuna,19,2000,10.8,0,3,1,33.3,0.28,0.09,0.00,0.00,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
ffacd3d5,Manuel Sánchez,es ESP,DF,Atlético Madrid,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3ae7e4ea,Juan Sánchez Miño,ar ARG,"DF,MF",Elche,30,1990,5.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
466824fb,Oier Sanjurjo,es ESP,MF,Osasuna,34,1986,23.2,0,16,4,25.0,0.69,0.17,0.00,0.00,15.9,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
d2aea9ac,Ivan Šaponjić,rs SRB,FW,Cádiz,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.00,0.00,11.1,0,1,1,2.2,1.4,0.14,-1.2,-1.4,Matches
f6ac68c1,Stefan Savić,me MNE,DF,Atlético Madrid,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.50,5.7,0,0,0,0.8,0.8,0.12,+0.2,+0.2,Matches
a62b4888,Jaime Seoane,es ESP,MF,Huesca,23,1997,22.9,1,24,9,37.5,1.05,0.39,0.04,0.11,21.8,0,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
3e8bb8ce,Edgar Sevikyan,ru RUS,MF,Levante,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b14d0c5d,Sidnei,br BRA,DF,Betis,30,1989,7.7,0,1,0,0.0,0.13,0.00,0.00,,4.7,0,0,0,0.3,0.3,0.32,-0.3,-0.3,Matches
e2716bd0,David Silva,es ESP,MF,Real Sociedad,34,1986,15.5,2,20,3,15.0,1.29,0.19,0.10,0.67,14.3,2,0,0,2.4,2.4,0.12,-0.4,-0.4,Matches
47d493c3,Gastón Silva,uy URU,DF,Huesca,26,1994,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ea83bfa6,Rui Silva,pt POR,GK,Granada,26,1994,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
5dcf3e90,Unai Simón,es ESP,GK,Athletic Club,23,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
92d38e6c,Dimitris Siovas,gr GRE,DF,Huesca,31,1988,34.1,2,29,8,27.6,0.85,0.23,0.07,0.25,11.3,0,0,0,3.1,3.1,0.12,-1.1,-1.1,Matches
9970da54,Antonio Sivera,es ESP,GK,Alavés,23,1996,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
062fc2e6,Rafa Soares,pt POR,DF,Eibar,25,1995,12.6,0,2,0,0.0,0.16,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
19b776e9,Rubén Sobrino,es ESP,"MF,FW",Valencia,28,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
19b776e9,Rubén Sobrino,es ESP,"FW,MF",Cádiz,28,1992,12.4,1,9,5,55.6,0.73,0.40,0.11,0.20,11.8,0,0,0,2.0,2.0,0.22,-1.0,-1.0,Matches
3ca6106c,Augusto Solari,ar ARG,MF,Celta Vigo,28,1992,5.4,2,5,3,60.0,0.93,0.56,0.40,0.67,23.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
9d66fbe3,Roberto Soldado,es ESP,FW,Granada,35,1985,16.0,9,28,10,35.7,1.75,0.63,0.25,0.70,16.6,2,2,2,5.6,4.1,0.15,+3.4,+2.9,Matches
fed17f5a,Carlos Soler,es ESP,MF,Valencia,23,1997,30.4,11,28,9,32.1,0.92,0.30,0.14,0.44,27.4,8,7,9,9.5,2.4,0.09,+1.5,+1.6,Matches
037dbd30,Son,es ESP,"DF,MF",Levante,26,1994,12.3,0,8,5,62.5,0.65,0.41,0.00,0.00,17.7,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
8f8c6934,David Soria,es ESP,GK,Getafe,27,1993,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
452c3055,Alberto Soro,es ESP,"FW,MF",Granada,21,1999,4.4,1,2,1,50.0,0.46,0.23,0.50,1.00,11.3,0,0,0,0.7,0.7,0.37,+0.3,+0.3,Matches
3aa74860,Hugo Sotelo,es ESP,MF,Celta Vigo,16,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ba5004e1,Damián Suárez,uy URU,DF,Getafe,32,1988,27.0,1,10,2,20.0,0.37,0.07,0.10,0.50,31.6,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
12c50af5,Denis Suárez,es ESP,MF,Celta Vigo,26,1994,31.7,0,16,3,18.8,0.50,0.09,0.00,0.00,23.1,1,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
a6154613,Luis Suárez,uy URU,FW,Atlético Madrid,33,1987,27.9,21,101,40,39.6,3.62,1.44,0.18,0.45,16.0,7,3,3,16.2,13.9,0.14,+4.8,+4.1,Matches
4e219ad2,Suso,es ESP,FW,Sevilla,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,+0.9,+0.9,Matches
8b625720,Tachi,es ESP,DF,Alavés,22,1997,9.4,0,3,0,0.0,0.32,0.00,0.00,,9.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
34269bdf,Renato Tapia,pe PER,MF,Celta Vigo,25,1995,30.0,0,17,5,29.4,0.57,0.17,0.00,0.00,20.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
0dce3356,Tomás Tavares,pt POR,"MF,DF",Alavés,19,2001,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
868ce848,Álvaro Tejero,es ESP,DF,Eibar,24,1996,1.2,0,2,1,50.0,1.64,0.82,0.00,0.00,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
72a99e38,Cristian Tello,es ESP,"FW,MF",Betis,28,1991,14.3,5,35,14,40.0,2.46,0.98,0.14,0.36,20.5,1,0,0,2.7,2.7,0.08,+2.3,+2.3,Matches
6f51e382,Marc-André ter Stegen,de GER,GK,Barcelona,28,1992,31.0,0,1,0,0.0,0.03,0.00,0.00,,19.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
174651c8,David Timor,es ESP,"MF,DF",Getafe,30,1989,15.5,0,17,4,23.5,1.10,0.26,0.00,0.00,33.8,9,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
d4ef9ac5,Toño,es ESP,"DF,FW",Levante,30,1989,8.1,0,2,0,0.0,0.25,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
52611641,Lucas Torreira,uy URU,MF,Atlético Madrid,24,1996,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,33.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
58a9a4d9,Óliver Torres,es ESP,"MF,FW",Sevilla,25,1994,15.6,0,10,3,30.0,0.64,0.19,0.00,0.00,18.8,0,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
532e1e4f,Pau Torres,es ESP,DF,Villarreal,23,1997,33.0,2,8,3,37.5,0.24,0.09,0.25,0.67,8.0,0,0,0,1.5,1.5,0.19,+0.5,+0.5,Matches
d733aa38,Roberto Torres,es ESP,"MF,FW",Osasuna,31,1989,21.0,7,43,10,23.3,2.04,0.48,0.07,0.30,24.1,3,4,5,5.9,2.5,0.06,+1.1,+0.5,Matches
0e4fef6e,Lucas Torró,es ESP,MF,Osasuna,26,1994,17.2,0,17,7,41.2,0.99,0.41,0.00,0.00,20.9,1,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
963829d0,Manu Trigueros,es ESP,MF,Villarreal,28,1991,28.1,1,30,8,26.7,1.07,0.28,0.03,0.13,22.5,0,0,0,2.5,2.5,0.08,-1.5,-1.5,Matches
77e39b04,Francisco Trincão,pt POR,"FW,MF",Barcelona,20,1999,7.8,3,23,12,52.2,2.93,1.53,0.13,0.25,17.3,0,0,0,2.6,2.6,0.11,+0.4,+0.4,Matches
21512407,Kieran Trippier,eng ENG,DF,Atlético Madrid,29,1990,27.5,0,3,1,33.3,0.11,0.04,0.00,0.00,18.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
3eed9821,Samuel Umtiti,fr FRA,DF,Barcelona,26,1993,7.2,0,2,1,50.0,0.28,0.14,0.00,0.00,9.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
f8eca1b6,Enes Ünal,tr TUR,FW,Getafe,23,1997,14.6,4,37,8,21.6,2.53,0.55,0.08,0.38,13.9,2,1,1,4.8,4.0,0.11,-0.8,-1.0,Matches
7b456af7,Tomáš Vaclík,cz CZE,GK,Sevilla,31,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
a75b4071,Eugeni Valderrama,es ESP,"MF,FW",Huesca,26,1994,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
c2111b45,Jesús Vallejo,es ESP,DF,Granada,23,1997,15.0,0,1,0,0.0,0.07,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
0bc4e720,Manu Vallejo,es ESP,"FW,MF",Valencia,23,1997,10.6,5,19,13,68.4,1.80,1.23,0.26,0.38,12.0,0,0,0,4.2,4.2,0.22,+0.8,+0.8,Matches
0959c2a2,Federico Valverde,uy URU,MF,Real Madrid,22,1998,14.8,3,22,8,36.4,1.49,0.54,0.14,0.38,22.0,0,0,0,2.3,2.3,0.10,+0.7,+0.7,Matches
9f8e9423,Raphaël Varane,fr FRA,DF,Real Madrid,27,1993,30.2,2,17,4,23.5,0.56,0.13,0.12,0.50,10.1,0,0,0,2.8,2.8,0.16,-0.8,-0.8,Matches
08990838,Denis Vavro,sk SVK,DF,Huesca,24,1996,6.8,0,8,2,25.0,1.18,0.29,0.00,0.00,26.9,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
467bae22,Franco Vázquez,ar ARG,"FW,MF",Sevilla,31,1989,1.8,1,3,1,33.3,1.65,0.55,0.33,1.00,15.6,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
ee923664,Kevin Vázquez,es ESP,DF,Celta Vigo,27,1993,6.2,0,1,0,0.0,0.16,0.00,0.00,,22.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
fd51b456,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,29,1991,20.5,2,21,7,33.3,1.02,0.34,0.10,0.29,20.5,0,0,0,1.8,1.8,0.09,+0.2,+0.2,Matches
bfb15d99,Koke Vegas,es ESP,GK,Levante,24,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
35a6e5c7,Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18,2002,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
4112ace5,Unai Vencedor Paris,es ESP,MF,Athletic Club,19,2000,18.9,0,9,0,0.0,0.48,0.00,0.00,,23.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1c2c55fc,Gonzalo Verdú,es ESP,DF,Elche,31,1988,32.7,0,11,4,36.4,0.34,0.12,0.00,0.00,12.6,2,0,0,1.6,1.6,0.15,-1.6,-1.6,Matches
b0fce72c,Mikel Vesga,es ESP,MF,Athletic Club,27,1993,19.1,0,22,5,22.7,1.15,0.26,0.00,0.00,17.7,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
c67cd65c,Rúben Vezo,pt POR,DF,Levante,26,1994,25.7,1,5,2,40.0,0.19,0.08,0.20,0.50,15.2,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
afafac57,Iñigo Vicente,es ESP,"FW,MF",Athletic Club,22,1998,0.6,0,1,0,0.0,1.73,0.00,0.00,,23.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
f681a8ef,Fede Vico,es ESP,"MF,FW",Granada,26,1994,8.5,0,10,4,40.0,1.17,0.47,0.00,0.00,20.8,2,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
04965583,Aleix Vidal,es ESP,DF,Sevilla,30,1989,6.6,0,1,0,0.0,0.15,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
3a9c4b7b,Nacho Vidal,es ESP,DF,Osasuna,25,1995,26.1,0,10,2,20.0,0.38,0.08,0.00,0.00,19.1,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
636eae97,Toni Villa,es ESP,"MF,FW",Valladolid,25,1995,10.8,2,15,5,33.3,1.39,0.46,0.13,0.40,19.1,0,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches
57be54ec,Asier Villalibre,es ESP,FW,Athletic Club,22,1997,17.7,4,38,14,36.8,2.15,0.79,0.11,0.29,14.3,0,0,0,4.3,4.3,0.11,-0.3,-0.3,Matches
cde52ef5,Iván Villar,es ESP,GK,Celta Vigo,23,1997,19.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
db750822,Vitolo,es ESP,"MF,FW",Atlético Madrid,30,1989,3.3,0,2,0,0.0,0.60,0.00,0.00,,11.4,0,0,0,0.4,0.4,0.22,-0.4,-0.4,Matches
