id,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
62ab9184,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,27,1994,17.5,1021,39,221,560,256,34,1021,21,14,66.7,7,33.3,544,2907,1448,42,33,3,34,15,600,79,Matches
5723931e,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,30,1990,5.5,171,7,14,78,79,21,171,4,0,0.0,4,100.0,67,189,68,3,1,2,16,6,123,29,Matches
7242b495,Niko Gießelmann,de GER,"DF,FW",Union Berlin,29,1991,23.1,1323,42,313,596,421,31,1323,20,4,20.0,16,80.0,573,2465,1085,19,21,2,24,9,710,81,Matches
17376543,Rafał Gikiewicz,pl POL,GK,Augsburg,33,1987,34.0,1350,1085,1329,21,0,0,1350,0,0,,0,,668,3894,2348,0,0,0,3,0,554,0,Matches
e5f63987,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,30,1991,0.1,7,0,1,3,3,1,7,0,0,,0,,3,3,0,0,0,0,1,0,4,1,Matches
f521b80a,Matthias Ginter,de GER,DF,M'Gladbach,27,1994,26.2,1996,132,867,961,176,44,1996,10,6,60.0,4,40.0,1227,6114,3665,36,25,2,11,3,1432,40,Matches
88e357ef,Serge Gnabry,de GER,"FW,DF",Bayern Munich,26,1995,24.3,1661,13,167,687,824,152,1661,104,63,60.6,41,39.4,1053,6186,3007,100,77,43,62,21,1253,313,Matches
cc86b9a3,Leon Goretzka,de GER,MF,Bayern Munich,26,1995,15.5,1042,27,188,557,307,57,1042,14,10,71.4,4,28.6,547,2405,1132,25,21,2,27,13,740,71,Matches
1025db8e,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,30,1991,28.6,1528,200,858,620,75,26,1527,19,14,73.7,5,26.3,732,4148,2377,19,13,2,23,6,788,10,Matches
f26dee6b,Jens Grahl,de GER,GK,Eint Frankfurt,32,1988,1.0,32,32,32,0,0,0,32,0,0,,0,,17,86,40,0,0,0,0,0,14,0,Matches
ad1d6fa4,Julian Green,us USA,MF,Greuther Fürth,26,1995,11.7,538,9,67,286,193,10,538,17,8,47.1,9,52.9,290,1690,849,29,27,1,19,5,342,46,Matches
8e235926,Michael Gregoritsch,at AUT,"FW,MF",Augsburg,27,1994,15.5,614,35,73,325,221,60,613,20,5,25.0,15,75.0,229,946,384,13,15,2,39,14,386,67,Matches
a8db7ebb,Sebastian Griesbeck,de GER,"DF,MF",Greuther Fürth,30,1990,27.1,1171,134,625,512,44,18,1171,7,4,57.1,3,42.9,547,2471,953,3,4,0,24,8,572,3,Matches
a8db7ebb,Sebastian Griesbeck,de GER,MF,Union Berlin,30,1990,0.1,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
54e4866f,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,28,1993,30.8,1689,38,207,783,717,74,1683,60,37,61.7,23,38.3,882,4486,2233,54,52,21,48,28,1107,165,Matches
37998008,Lennart Grill,de GER,GK,Leverkusen,22,1999,1.0,50,45,50,0,0,0,50,0,0,,0,,31,167,80,0,0,0,0,0,23,0,Matches
ffbbc83b,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,25,1995,16.6,1207,114,484,649,85,6,1207,8,5,62.5,3,37.5,755,4320,2142,22,13,1,9,5,787,15,Matches
f2dd9a21,Carlos Gruezo,ec ECU,MF,Augsburg,26,1995,10.8,415,24,119,241,60,4,415,3,3,100.0,0,0.0,208,897,340,3,4,1,11,8,219,6,Matches
048a1cbc,Raphaël Guerreiro,pt POR,DF,Dortmund,27,1993,19.9,1724,44,419,866,452,29,1723,49,26,53.1,23,46.9,1016,4823,2717,61,52,7,30,13,1205,95,Matches
e6c43eec,Josuha Guilavogui,fr FRA,"MF,DF",Wolfsburg,30,1990,10.5,666,66,265,343,67,11,666,8,7,87.5,1,12.5,350,1290,521,3,6,0,12,9,352,9,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,RB Leipzig,31,1990,33.0,1235,1006,1206,31,0,0,1235,0,0,,0,,704,3227,1767,0,0,0,2,1,647,0,Matches
25ab9c9c,Manuel Gulde,de GER,DF,Freiburg,30,1991,13.6,693,71,374,308,17,3,693,4,2,50.0,2,50.0,314,1341,638,2,1,0,6,1,410,0,Matches
1df0c0b9,Robert Gumny,pl POL,DF,Augsburg,23,1998,25.2,1199,92,480,507,219,25,1199,23,12,52.2,11,47.8,534,2874,1564,34,26,4,20,17,579,41,Matches
8593f88c,Christian Günter,de GER,"DF,MF",Freiburg,28,1993,34.0,1931,72,430,796,719,53,1931,45,20,44.4,25,55.6,863,3739,1909,57,57,9,39,7,1058,179,Matches
00672803,Lasse Günther,de GER,DF,Augsburg,18,2003,1.8,83,5,34,33,17,2,83,1,1,100.0,0,0.0,38,231,92,3,2,1,1,1,45,3,Matches
5ad50391,Joško Gvardiol,hr CRO,DF,RB Leipzig,19,2002,26.8,2431,190,990,1278,190,32,2431,49,37,75.5,12,24.5,1488,6817,3794,47,33,5,28,20,1695,25,Matches
1f44ac21,Erling Haaland,no NOR,FW,Dortmund,21,2000,21.2,701,31,52,290,365,149,695,24,13,54.2,11,45.8,334,1437,754,40,15,24,58,16,511,137,Matches
70dcf94d,Janik Haberer,de GER,MF,Freiburg,27,1994,9.1,415,20,103,217,100,11,415,6,2,33.3,4,66.7,156,653,261,4,8,1,14,6,212,17,Matches
a5ec3ede,Alexander Hack,de GER,DF,Mainz 05,27,1993,23.0,1430,172,767,611,60,31,1430,12,7,58.3,5,41.7,653,2500,1395,5,6,0,15,1,716,7,Matches
0174ba21,Robin Hack,de GER,"FW,MF",Arminia,22,1998,15.2,691,10,79,331,295,33,691,58,28,48.3,30,51.7,418,2506,954,32,34,9,58,36,480,83,Matches
cd82452e,André Hahn,de GER,"MF,FW",Augsburg,30,1990,23.3,771,55,137,304,335,79,771,31,13,41.9,18,58.1,358,1828,584,25,17,6,64,22,458,95,Matches
92432bc6,Amadou Haidara,ml MLI,MF,RB Leipzig,23,1998,14.7,940,8,139,648,162,13,940,24,19,79.2,5,20.8,475,2207,1045,12,17,2,16,15,615,18,Matches
8ff2354e,Marcel Halstenberg,de GER,DF,RB Leipzig,29,1991,5.6,469,22,175,250,47,8,469,8,7,87.5,1,12.5,261,1116,613,5,5,1,5,1,323,8,Matches
f24ea523,Genki Haraguchi,jp JPN,MF,Union Berlin,30,1991,19.5,761,25,149,418,203,28,761,21,13,61.9,8,38.1,358,1980,974,40,14,7,25,14,410,45,Matches
a3f30508,Luis Hartwig,de GER,FW,Bochum,18,2002,0.0,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
9ab16552,Makoto Hasebe,jp JPN,DF,Eint Frankfurt,37,1984,13.2,1061,90,478,566,23,0,1061,7,5,71.4,2,28.6,681,3403,2049,10,5,1,4,3,679,2,Matches
50871bcc,Thorgan Hazard,be BEL,"FW,DF",Dortmund,28,1993,14.9,990,18,151,435,411,53,990,42,23,54.8,19,45.2,522,2611,1178,37,22,14,23,17,651,131,Matches
c2009df3,Jonas Hector,de GER,DF,Köln,31,1990,28.4,1989,116,628,943,437,62,1989,31,16,51.6,15,48.4,1020,5386,2531,64,38,11,28,12,1100,126,Matches
169fd162,Hwang Hee-chan,kr KOR,FW,RB Leipzig,25,1996,0.5,15,0,1,7,7,2,15,3,2,66.7,1,33.3,9,49,30,2,0,1,2,0,12,4,Matches
699fb8db,Dominique Heintz,de GER,DF,Union Berlin,27,1993,5.2,304,25,112,183,11,2,304,4,3,75.0,1,25.0,174,942,510,5,2,0,3,0,190,4,Matches
699fb8db,Dominique Heintz,de GER,DF,Freiburg,27,1993,0.3,22,1,17,5,0,0,22,0,0,,0,,16,57,32,0,0,0,0,0,18,0,Matches
0a89e877,Benjamin Henrichs,de GER,DF,RB Leipzig,24,1997,12.7,834,27,180,407,255,38,834,17,10,58.8,7,41.2,415,1916,949,24,17,4,14,13,551,87,Matches
c3ee18ef,Lucas Hernández,fr FRA,DF,Bayern Munich,25,1996,22.6,2203,121,789,1258,169,13,2203,25,17,68.0,8,32.0,1384,6953,4151,47,47,5,15,6,1628,32,Matches
dfb6490a,Patrick Herrmann,de GER,"DF,FW",M'Gladbach,30,1991,8.4,451,9,76,160,218,28,451,13,9,69.2,4,30.8,220,1254,571,19,11,9,16,8,272,88,Matches
0c7a48f8,Piero Hincapié,ec ECU,DF,Leverkusen,19,2002,19.5,1446,138,572,766,114,13,1446,29,15,51.7,14,48.3,850,4872,2815,43,20,1,26,13,875,34,Matches
080440a4,Martin Hinteregger,at AUT,DF,Eint Frankfurt,28,1992,24.7,1678,177,878,761,46,21,1678,8,3,37.5,5,62.5,881,4473,1669,5,6,1,21,4,878,4,Matches
2e7ff968,Marwin Hitz,ch SUI,GK,Dortmund,33,1987,4.5,191,162,190,2,0,0,191,0,0,,0,,109,483,269,0,0,0,0,0,92,0,Matches
5d8e331f,Nicolas Höfler,de GER,MF,Freiburg,31,1990,28.9,1524,89,400,908,227,35,1524,30,23,76.7,7,23.3,695,3109,1308,15,21,0,30,12,826,17,Matches
2903a856,Jonas Hofmann,de GER,"MF,FW",M'Gladbach,29,1992,23.1,1494,21,193,749,563,93,1494,44,21,47.7,23,52.3,783,4080,1913,60,31,25,45,23,1022,161,Matches
ca618d23,Lucas Höler,de GER,FW,Freiburg,27,1994,28.7,1303,41,153,534,630,115,1303,47,21,44.7,26,55.3,638,3042,1147,33,23,13,94,44,957,208,Matches
2979c05a,Gerrit Holtmann,ph PHI,"FW,MF",Bochum,26,1995,20.4,598,5,70,205,344,54,598,91,38,41.8,53,58.2,385,3581,1925,81,56,28,56,39,404,132,Matches
816192f0,Justin Hoogma,nl NED,DF,Greuther Fürth,23,1998,3.0,200,21,110,87,4,1,200,0,0,,0,,141,646,296,0,1,0,0,0,144,0,Matches
2b83fa49,Jannes Horn,de GER,DF,Köln,24,1997,5.3,348,19,104,149,102,2,348,9,4,44.4,5,55.6,162,1016,617,18,20,1,5,2,185,25,Matches
3cd9e95a,Timo Horn,de GER,GK,Köln,28,1993,13.0,544,463,541,3,0,0,544,1,1,100.0,0,0.0,324,1309,738,0,0,0,0,0,303,0,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,Leverkusen,31,1989,32.0,1336,1073,1327,9,0,0,1336,0,0,,0,,802,3995,2261,0,0,0,0,0,698,1,Matches
710fbdd1,Branimir Hrgota,se SWE,FW,Greuther Fürth,28,1993,30.9,1127,9,82,512,550,93,1122,82,33,40.2,49,59.8,692,4222,1508,51,43,15,93,54,751,200,Matches
1f2d714c,Ajdin Hrustic,au AUS,MF,Eint Frankfurt,25,1996,10.7,747,15,139,449,167,13,747,24,12,50.0,12,50.0,449,1997,817,12,14,2,20,19,527,42,Matches
94302c52,Timo Hübers,de GER,DF,Köln,25,1996,19.3,1523,226,921,573,39,22,1523,7,6,85.7,1,14.3,805,3777,2085,8,13,2,19,4,856,5,Matches
99de6b6f,Benjamin Hübner,de GER,DF,Hoffenheim,32,1989,4.2,324,16,121,180,26,9,324,3,1,33.3,2,66.7,201,877,551,5,3,1,1,1,231,2,Matches
05d548d8,Mats Hummels,de GER,DF,Dortmund,32,1988,19.6,1711,169,834,841,47,15,1711,8,6,75.0,2,25.0,1043,5154,2909,18,11,0,12,2,1165,4,Matches
054849d2,Iago,br BRA,DF,Augsburg,24,1997,24.2,1466,87,469,633,383,35,1466,30,12,40.0,18,60.0,668,3873,1875,59,37,13,35,20,739,102,Matches
8494acc4,Stefan Ilsanker,at AUT,"DF,MF",Eint Frankfurt,32,1989,3.0,162,27,94,60,10,3,162,1,0,0.0,1,100.0,64,218,119,0,1,0,2,1,59,0,Matches
683dec01,Burak İnce,tr TUR,FW,Arminia,17,2004,1.5,47,0,3,22,24,6,47,3,3,100.0,0,0.0,30,194,76,4,4,1,2,3,36,12,Matches
271b8617,Marcus Ingvartsen,dk DEN,MF,Union Berlin,25,1996,1.4,43,2,7,25,11,2,43,3,2,66.7,1,33.3,19,77,7,0,0,0,4,1,28,4,Matches
271b8617,Marcus Ingvartsen,dk DEN,"FW,MF",Mainz 05,25,1996,7.6,337,5,28,164,146,37,336,18,8,44.4,10,55.6,166,668,255,10,11,5,36,11,235,51,Matches
204dded0,Hiroki Ito,jp JPN,DF,Stuttgart,22,1999,26.1,2108,229,991,1021,108,13,2108,9,5,55.6,4,44.4,1289,5802,2991,21,16,1,17,2,1409,22,Matches
ef233486,Cedric Itten,ch SUI,FW,Greuther Fürth,24,1996,7.1,218,7,15,99,104,32,218,6,2,33.3,4,66.7,107,424,143,8,1,4,26,13,164,46,Matches
e6c15f6e,Gian-Luca Itter,de GER,DF,Greuther Fürth,22,1999,16.2,990,70,365,439,196,7,990,20,14,70.0,6,30.0,414,2122,1241,28,17,1,12,6,525,40,Matches
34b0387f,Lee Jae-sung,kr KOR,"MF,FW",Mainz 05,28,1992,16.0,862,26,119,445,304,38,862,23,12,52.2,11,47.8,457,2026,735,21,18,5,52,26,545,93,Matches
a93b6f4e,Paul Jaeckel,de GER,DF,Union Berlin,23,1998,22.7,1427,136,721,685,36,10,1427,21,19,90.5,2,9.5,763,3625,1822,13,11,2,19,5,809,5,Matches
a8ee54ad,Kristijan Jakić,hr CRO,MF,Eint Frankfurt,24,1997,20.9,1077,46,219,679,192,28,1077,28,14,50.0,14,50.0,535,2587,1158,23,19,3,31,25,608,27,Matches
34b54da7,Tony Jantschke,de GER,DF,M'Gladbach,31,1990,2.5,145,11,67,76,2,2,145,0,0,,0,,71,259,92,2,0,1,0,0,96,1,Matches
6bba916f,Dennis Jastrzembski,pl POL,"DF,FW",Hertha BSC,21,2000,2.5,136,4,33,51,55,8,136,8,3,37.5,5,62.5,63,467,206,9,6,4,6,1,68,21,Matches
3eeb80e0,Fredrik Jensen,fi FIN,"MF,FW",Augsburg,23,1997,4.6,154,2,21,60,76,15,154,4,2,50.0,2,50.0,70,429,236,10,6,2,6,1,86,21,Matches
d9e196bf,Marco John,de GER,DF,Hoffenheim,19,2002,0.5,20,0,4,10,7,1,20,1,1,100.0,0,0.0,7,61,51,2,2,1,0,0,10,2,Matches
f36c432f,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,31,1989,11.3,490,11,53,252,192,43,490,22,13,59.1,9,40.9,279,1630,816,28,24,3,23,22,404,70,Matches
a2e7de6f,Gideon Jung,de GER,DF,Greuther Fürth,26,1994,1.6,79,7,41,37,1,1,79,2,1,50.0,1,50.0,43,197,95,2,0,0,1,0,46,0,Matches
6d7598d5,Anton Kade,de GER,"FW,MF",Hertha BSC,17,2004,0.9,52,0,14,20,19,4,52,8,1,12.5,7,87.5,20,164,41,2,2,2,2,0,23,5,Matches
79c90e45,Pavel Kadeřábek,cz CZE,"DF,MF",Hoffenheim,29,1992,13.3,801,37,185,336,284,42,801,4,1,25.0,3,75.0,360,1755,966,27,20,1,15,0,477,104,Matches
94c18565,Florian Kainz,at AUT,"MF,FW",Köln,28,1992,25.8,1342,27,194,576,596,40,1342,64,28,43.8,36,56.3,793,4813,2060,63,54,9,34,22,821,175,Matches
15f24fe7,Sasa Kalajdzic,at AUT,FW,Stuttgart,24,1997,13.6,519,14,34,280,207,66,517,17,10,58.8,7,41.2,254,880,343,14,6,8,48,14,395,78,Matches
091c86e2,Felix Kalu Nmecha,de GER,"MF,FW",Wolfsburg,20,2000,3.6,180,6,26,92,64,8,180,10,5,50.0,5,50.0,123,670,340,11,8,2,15,6,143,22,Matches
15b287da,Daichi Kamada,jp JPN,MF,Eint Frankfurt,24,1996,23.8,1121,15,114,627,395,73,1121,55,30,54.5,25,45.5,685,3830,1871,57,42,14,60,21,767,142,Matches
b825a650,Kevin Kampl,si SVN,MF,RB Leipzig,30,1990,21.1,1667,38,309,1100,275,11,1667,15,10,66.7,5,33.3,1057,5156,2586,39,31,4,26,14,1243,35,Matches
62ba5881,Stefanos Kapino,gr GRE,GK,Arminia,27,1994,1.0,34,28,34,0,0,0,34,0,0,,0,,17,142,67,0,0,0,0,0,11,0,Matches
5762be5c,Atakan Karazor,de GER,MF,Stuttgart,24,1996,21.1,1285,97,375,785,134,11,1285,27,13,48.1,14,51.9,604,2290,1064,11,13,0,24,14,730,24,Matches
de4cac2d,Silas Katompa,cd COD,"FW,MF",Stuttgart,22,1998,3.1,124,1,24,51,52,10,124,19,8,42.1,11,57.9,77,639,210,10,8,2,24,9,77,21,Matches
e27de4fa,Noah Katterbach,de GER,DF,Köln,20,2001,0.2,15,1,4,5,6,0,15,2,1,50.0,1,50.0,5,14,9,0,0,0,0,0,6,1,Matches
d2c580ce,Yannik Keitel,de GER,MF,Freiburg,21,2000,5.6,241,12,65,128,49,12,241,3,2,66.7,1,33.3,108,507,248,3,3,0,10,5,123,3,Matches
815c314f,Marc-Oliver Kempf,de GER,DF,Hertha BSC,26,1995,11.7,566,74,274,266,31,16,566,6,6,100.0,0,0.0,257,1340,729,9,3,0,5,3,276,2,Matches
815c314f,Marc-Oliver Kempf,de GER,DF,Stuttgart,26,1995,9.3,691,76,266,378,55,17,691,7,5,71.4,2,28.6,377,1947,1045,11,13,1,9,2,439,6,Matches
59e4b92e,Rani Khedira,de GER,MF,Union Berlin,27,1994,30.6,1214,39,267,761,198,24,1214,19,11,57.9,8,42.1,512,2331,837,17,15,5,28,12,631,42,Matches
610aa1e9,Luca Kilian,de GER,FW,Mainz 05,21,1999,0.0,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
610aa1e9,Luca Kilian,de GER,DF,Köln,21,1999,25.3,1655,211,1036,598,30,11,1655,3,1,33.3,2,66.7,948,4880,2431,10,9,0,11,3,1043,5,Matches
49296448,Joshua Kimmich,de GER,MF,Bayern Munich,26,1995,27.5,2881,70,553,1630,718,28,2881,41,21,51.2,20,48.8,1566,7978,3641,43,43,1,32,18,1954,53,Matches
0cddeaa7,Philipp Klement,de GER,MF,Stuttgart,28,1992,3.8,295,4,51,164,84,5,295,6,4,66.7,2,33.3,181,1041,407,8,7,0,5,1,204,17,Matches
2b7c56b4,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,21,2000,6.7,266,2,37,130,104,15,266,21,10,47.6,11,52.4,146,877,529,14,15,5,17,7,187,25,Matches
e21042ae,Fabian Klos,de GER,FW,Arminia,33,1987,15.8,641,37,64,310,269,74,639,17,9,52.9,8,47.1,259,909,290,13,7,4,38,14,458,74,Matches
ca8033cb,Lukas Klostermann,de GER,DF,RB Leipzig,25,1996,18.3,1271,120,514,621,143,23,1271,5,3,60.0,2,40.0,704,2630,1423,17,11,1,10,4,809,26,Matches
92948149,Lukas Klünter,de GER,DF,Hertha BSC,25,1996,2.2,109,4,34,58,19,2,109,6,3,50.0,3,50.0,53,224,111,3,1,0,4,2,58,7,Matches
19a967ab,Ansgar Knauff,de GER,"FW,MF",Dortmund,19,2002,1.3,68,3,15,19,34,6,68,13,4,30.8,9,69.2,38,312,132,4,2,2,6,0,41,12,Matches
19a967ab,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,19,2002,8.4,442,11,84,206,164,31,442,27,18,66.7,9,33.3,245,1981,1147,39,24,7,16,8,247,45,Matches
6bd5cd5d,Robin Knoche,de GER,DF,Union Berlin,29,1992,33.0,2082,233,1124,930,44,19,2082,15,14,93.3,1,6.7,1144,5644,2919,14,7,0,16,5,1186,3,Matches
cd59b9df,Gregor Kobel,ch SUI,GK,Dortmund,23,1997,28.5,1101,934,1096,5,0,0,1101,0,0,,0,,652,3204,1602,0,0,0,2,0,561,0,Matches
0fbecd11,Dominik Kohr,de GER,MF,Mainz 05,27,1994,17.9,1027,38,236,640,164,19,1027,15,9,60.0,6,40.0,480,1722,847,15,13,1,16,13,596,30,Matches
86574238,Kouadio Koné,fr FRA,MF,M'Gladbach,20,2001,24.3,1471,40,355,918,224,24,1471,92,67,72.8,25,27.2,881,4290,2239,41,24,12,66,46,1014,36,Matches
1f3afdcb,Odilon Kossonou,ci CIV,DF,Leverkusen,20,2001,19.9,1383,117,640,666,86,9,1383,18,12,66.7,6,33.3,760,3809,2110,13,9,1,17,10,862,20,Matches
b1cd37e6,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,28,1992,28.0,1919,38,298,787,858,77,1919,76,26,34.2,50,65.8,988,6752,3476,130,66,36,51,33,1104,245,Matches
603cb947,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,30,1991,30.1,1338,10,106,544,703,158,1338,56,30,53.6,26,46.4,857,4822,2422,96,58,34,64,37,1013,229,Matches
496aeede,Christoph Kramer,de GER,MF,M'Gladbach,30,1991,8.3,585,28,164,344,79,5,585,12,9,75.0,3,25.0,255,1055,396,3,4,0,12,10,346,10,Matches
f9f92b5f,Florian Krüger,de GER,"FW,MF",Arminia,22,1999,12.5,414,20,60,153,203,34,414,15,7,46.7,8,53.3,226,1365,633,21,13,10,25,8,271,72,Matches
f9446dcd,Max Kruse,de GER,"MF,FW",Wolfsburg,33,1988,12.5,603,3,55,331,223,38,601,14,8,57.1,6,42.9,349,1661,634,24,13,5,25,9,456,90,Matches
f9446dcd,Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,14.1,618,1,39,323,261,29,615,24,15,62.5,9,37.5,336,1464,597,18,14,2,34,7,406,90,Matches
2a29eb9b,Lukas Kübler,de GER,"DF,MF",Freiburg,28,1992,25.9,1516,90,443,751,336,21,1516,18,10,55.6,8,44.4,653,3066,1338,20,28,2,23,6,748,68,Matches
d25fee56,Fabian Kunze,de GER,MF,Arminia,23,1998,14.0,653,29,169,408,89,6,653,18,9,50.0,9,50.0,296,1400,461,4,8,1,15,14,318,8,Matches
277c49ed,Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,27.7,1931,269,1057,807,79,26,1931,36,31,86.1,5,13.9,1055,5776,3228,17,18,1,25,11,1126,12,Matches
c1b7847c,Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,13.8,881,17,160,523,212,30,881,31,22,71.0,9,29.0,482,2436,1311,34,27,6,31,20,600,53,Matches
4aea5077,Stefan Lainer,at AUT,DF,M'Gladbach,28,1992,16.3,907,45,244,412,255,42,907,18,5,27.8,13,72.2,380,1656,898,23,14,7,22,7,502,76,Matches
591477c9,Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13.0,579,105,345,216,21,9,579,0,0,,0,,302,1387,566,6,6,2,7,4,298,3,Matches
c283ddef,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,24,1997,5.7,208,5,19,91,100,20,208,15,7,46.7,8,53.3,106,285,110,2,1,1,26,6,152,27,Matches
ebac0ace,Bryan Lasme,fr FRA,FW,Arminia,22,1998,9.7,302,10,23,111,172,58,302,27,12,44.4,15,55.6,175,1146,413,21,7,11,42,15,217,67,Matches
7e12a98d,Maxim Leitsch,de GER,DF,Bochum,23,1998,17.1,1032,136,600,411,38,11,1032,6,3,50.0,3,50.0,562,3212,1520,11,7,0,15,2,572,1,Matches
792ffa71,Tim Lemperle,de GER,"FW,MF",Köln,19,2002,1.7,94,2,9,29,56,18,94,10,4,40.0,6,60.0,59,388,214,8,6,5,4,5,61,19,Matches
bbd86530,Christopher Lenz,de GER,DF,Eint Frankfurt,26,1994,7.4,623,28,180,275,171,7,623,8,4,50.0,4,50.0,281,1204,546,14,11,1,11,4,327,36,Matches
8d78e732,Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,32.7,1160,14,46,438,685,242,1155,81,47,58.0,34,42.0,685,3274,1241,46,31,21,83,55,917,268,Matches
13fe7b69,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,20,2001,21.8,713,8,70,310,346,74,713,90,46,51.1,44,48.9,491,3806,1706,76,27,34,87,56,525,153,Matches
302527b2,Philipp Lienhart,at AUT,DF,Freiburg,25,1996,31.9,2091,273,1174,869,62,25,2091,5,4,80.0,1,20.0,1180,7057,3511,16,6,2,19,3,1267,6,Matches
4d6a842d,Andreas Linde,se SWE,GK,Greuther Fürth,28,1993,12.0,527,445,520,7,0,0,527,1,1,100.0,0,0.0,324,1630,881,0,0,0,1,0,261,0,Matches
37dc1a48,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,21,2000,22.0,912,10,90,377,458,95,912,71,33,46.5,37,52.1,565,3558,1835,80,37,40,84,32,588,154,Matches
c455a2b2,Dejan Ljubicic,at AUT,"MF,FW",Köln,23,1997,21.9,935,16,170,421,362,65,935,58,32,55.2,26,44.8,541,3218,1737,60,36,14,47,24,613,136,Matches
6cc47ae1,Jürgen Locadia,nl NED,"FW,MF",Bochum,27,1993,4.9,184,2,5,102,80,22,183,2,0,0.0,2,100.0,118,457,161,6,5,4,22,11,145,25,Matches
07c7eb0c,Anthony Losilla,fr FRA,MF,Bochum,35,1986,32.6,1590,85,505,907,200,39,1590,28,19,67.9,9,32.1,642,2904,1079,14,8,3,32,16,728,25,Matches
5584552e,Marcel Lotka,pl POL,GK,Hertha BSC,20,2001,9.8,359,297,356,2,1,1,359,0,0,,0,,193,1272,719,0,0,0,1,0,116,0,Matches
70678132,Eduard Löwen,de GER,MF,Bochum,24,1997,15.7,842,20,129,374,347,29,841,34,17,50.0,17,50.0,395,1723,741,20,14,2,33,20,472,64,Matches
5569bf9a,Anderson Lucoqui,ao ANG,DF,Mainz 05,24,1997,8.3,341,19,107,158,78,8,341,9,3,33.3,6,66.7,138,573,241,9,6,1,12,9,176,25,Matches
0c61c77c,Dodi Lukebakio,be BEL,FW,Hertha BSC,23,1997,2.0,64,0,12,28,25,5,63,7,3,42.9,4,57.1,45,392,150,5,7,4,4,1,47,7,Matches
0c61c77c,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,23,1997,9.8,423,3,73,195,166,29,423,44,27,61.4,17,38.6,285,1932,1001,38,20,13,33,20,300,80,Matches
8a6ab963,Andrey Lunyov,ru RUS,GK,Leverkusen,29,1991,1.0,49,40,49,0,0,0,49,0,0,,0,,37,188,112,0,0,0,0,0,33,0,Matches
7fe12375,Andreas Luthe,de GER,GK,Union Berlin,34,1987,27.0,1066,831,1061,5,0,0,1066,0,0,,0,,597,3365,1924,0,1,1,2,0,481,0,Matches
36cf2caf,Matej Maglica,hr CRO,MF,Stuttgart,22,1998,0.1,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,1,Matches
ab700320,Arne Maier,de GER,MF,Augsburg,22,1999,20.7,1013,18,184,508,329,24,1013,29,16,55.2,13,44.8,523,2668,1157,26,30,8,39,18,609,51,Matches
864163f3,Donyell Malen,nl NED,FW,Dortmund,22,1999,18.7,757,14,71,284,411,92,757,54,34,63.0,20,37.0,490,2984,1405,61,34,33,53,27,578,144,Matches
75402e99,Lennard Maloney,us USA,DF,Dortmund,21,1999,0.1,19,2,11,6,2,0,19,0,0,,0,,13,36,14,0,0,0,0,0,14,0,Matches
a572e291,Orel Mangala,be BEL,MF,Stuttgart,23,1998,20.6,1002,30,183,543,290,44,1002,73,43,58.9,30,41.1,629,3218,1269,34,20,8,49,35,715,56,Matches
706a60e1,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,22,1999,8.6,322,7,58,145,129,19,322,31,12,38.7,19,61.3,200,1492,842,26,19,8,20,18,233,53,Matches
0e0102eb,Omar Marmoush,eg EGY,FW,Wolfsburg,22,1999,0.3,14,0,1,7,6,1,14,0,0,,0,,6,20,11,1,0,0,1,0,7,0,Matches
0e0102eb,Omar Marmoush,eg EGY,FW,Stuttgart,22,1999,17.5,773,6,62,361,367,74,772,103,44,42.7,59,57.3,476,2993,1086,38,31,23,87,41,546,119,Matches
