id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
77e84962,Thiago Alcántara,es ESP,MF,Bayern Munich,28,1991,24,20,1771,19.7,3,0,3,3,0,0,7,0,2.4,2.4,0.9,3.3,27,230,43,0.15,0.00,0.15,0.15,0.15,0.12,0.05,0.17,0.12,0.17,Matches
555d5edd,Nadiem Amiri,de GER,"MF,FW",Leverkusen,22,1996,30,22,1857,20.6,1,2,3,1,0,0,3,0,2.2,2.2,6.3,8.4,53,106,95,0.05,0.10,0.15,0.05,0.15,0.10,0.30,0.41,0.10,0.41,Matches
10b9fa99,Ethan Ampadu,wls WAL,DF,RB Leipzig,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Matches
e7199efb,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,23,1996,12,5,500,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,23,12,50,0.00,0.00,0.00,0.00,0.00,0.13,0.06,0.19,0.13,0.19,Matches
b4cf5806,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,33,31,2682,29.8,12,1,13,11,1,2,5,0,11.9,10.3,1.9,12.2,34,54,204,0.40,0.03,0.44,0.37,0.40,0.40,0.06,0.46,0.35,0.41,Matches
e0b113a7,Robert Andrich,de GER,MF,Union Berlin,24,1994,30,30,2572,28.6,1,2,3,1,0,0,13,1,2.6,2.6,2.1,4.7,25,151,31,0.03,0.07,0.10,0.03,0.10,0.09,0.07,0.16,0.09,0.16,Matches
30941e96,Angeliño,es ESP,"DF,FW",RB Leipzig,22,1997,13,12,1095,12.2,1,2,3,1,0,0,2,0,0.9,0.9,2.0,2.9,24,56,92,0.08,0.16,0.25,0.08,0.25,0.07,0.16,0.24,0.07,0.24,Matches
0a3f6cde,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,25,1994,34,28,2470,27.4,1,2,3,1,0,0,2,0,3.8,3.8,4.2,8.0,114,68,155,0.04,0.07,0.11,0.04,0.11,0.14,0.15,0.29,0.14,0.29,Matches
56413b1f,Charles Aránguiz,cl CHI,MF,Leverkusen,30,1989,27,23,2118,23.5,1,3,4,1,0,0,2,0,1.4,1.4,2.5,3.9,14,155,19,0.04,0.13,0.17,0.04,0.17,0.06,0.11,0.16,0.06,0.16,Matches
86e119e0,Maximilian Arnold,de GER,MF,Wolfsburg,25,1994,33,32,2821,31.3,4,8,12,4,0,0,8,0,2.9,2.9,5.5,8.4,35,151,48,0.13,0.26,0.38,0.13,0.38,0.09,0.18,0.27,0.09,0.27,Matches
e26fcca3,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,22,1997,8,7,634,7.0,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,3,26,3,0.00,0.14,0.14,0.00,0.14,0.01,0.01,0.02,0.01,0.02,Matches
9fec8860,Ludwig Augustinsson,se SWE,"DF,MF",Werder Bremen,25,1994,12,10,924,10.3,0,1,1,0,0,0,2,0,0.2,0.2,1.8,2.0,24,29,62,0.00,0.10,0.10,0.00,0.10,0.02,0.18,0.20,0.02,0.20,Matches
e5478b87,Taiwo Awoniyi,ng NGA,"FW,MF",Mainz 05,21,1997,12,5,483,5.4,1,0,1,1,0,0,1,0,3.2,3.2,0.8,4.0,12,7,43,0.19,0.00,0.19,0.19,0.19,0.59,0.15,0.74,0.59,0.74,Matches
2200181e,Kaan Ayhan,tr TUR,DF,Düsseldorf,24,1994,31,31,2731,30.3,2,3,5,2,0,0,10,0,2.2,2.2,2.3,4.5,52,161,25,0.07,0.10,0.16,0.07,0.16,0.07,0.08,0.15,0.07,0.15,Matches
3489184e,Matthias Bader,de GER,DF,Köln,22,1997,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
f261abcb,Daniel Baier,de GER,MF,Augsburg,35,1984,23,22,1941,21.6,1,0,1,1,0,0,6,0,0.5,0.5,0.9,1.4,7,77,12,0.05,0.00,0.05,0.05,0.05,0.02,0.04,0.07,0.02,0.07,Matches
3a233281,Leon Bailey,jm JAM,"FW,MF",Leverkusen,21,1997,22,12,1090,12.1,5,3,8,5,0,0,0,2,4.3,4.3,2.2,6.5,61,36,132,0.41,0.25,0.66,0.41,0.66,0.36,0.18,0.54,0.36,0.54,Matches
1b278bf5,Lewis Baker,eng ENG,MF,Düsseldorf,24,1995,8,7,545,6.1,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,10,23,6,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.09,0.18,Matches
442b56fa,Ridle Baku,de GER,"DF,MF",Mainz 05,21,1998,30,26,2351,26.1,1,3,4,1,0,0,5,1,1.0,1.0,3.4,4.5,42,109,118,0.04,0.11,0.15,0.04,0.15,0.04,0.13,0.17,0.04,0.17,Matches
7c3ed041,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,20,1999,7,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3f7cd8f1,Philipp Bargfrede,de GER,MF,Werder Bremen,30,1989,15,6,586,6.5,0,0,0,0,0,0,3,1,0.2,0.2,0.1,0.3,2,35,4,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
a2a85828,Aymen Barkok,ma MAR,"FW,MF",Düsseldorf,21,1998,3,1,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
00242b75,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,19,2000,18,11,938,10.4,0,2,2,0,0,0,4,0,0.4,0.4,0.3,0.7,6,41,13,0.00,0.19,0.19,0.00,0.19,0.04,0.03,0.07,0.04,0.07,Matches
acc7b7ec,Fin Bartels,de GER,"MF,FW",Werder Bremen,32,1987,14,1,340,3.8,0,0,0,0,0,0,2,0,0.3,0.3,0.3,0.6,9,20,32,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15,Matches
b7828a08,Oliver Batista-Meier,de GER,MF,Bayern Munich,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
47064058,Oliver Baumann,de GER,GK,Hoffenheim,29,1990,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
69374ff5,Julian Baumgartlinger,at AUT,MF,Leverkusen,31,1988,27,20,1791,19.9,2,2,4,2,0,0,4,0,2.0,2.0,2.3,4.3,9,77,23,0.10,0.10,0.20,0.10,0.20,0.10,0.12,0.22,0.10,0.22,Matches
437f2b00,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,19,1999,26,17,1493,16.6,7,2,9,7,0,0,3,0,8.8,8.8,2.1,11.0,39,35,105,0.42,0.12,0.54,0.42,0.54,0.53,0.13,0.66,0.53,0.66,Matches
fbbc8e15,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,22,1996,10,4,381,4.2,1,0,1,1,0,0,1,0,1.0,1.0,0.6,1.6,5,4,27,0.24,0.00,0.24,0.24,0.24,0.23,0.15,0.37,0.23,0.37,Matches
a53b661f,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,25,1994,32,20,2102,23.4,6,1,7,6,0,0,1,0,4.5,4.5,3.7,8.2,77,48,182,0.26,0.04,0.30,0.26,0.30,0.19,0.16,0.35,0.19,0.35,Matches
8eb55dbb,Sheraldo Becker,sr SUR,"MF,FW",Union Berlin,24,1995,13,5,540,6.0,0,2,2,0,0,0,1,0,0.2,0.2,0.9,1.0,17,5,33,0.00,0.33,0.33,0.00,0.33,0.03,0.14,0.17,0.03,0.17,Matches
543ddcaf,Timo Becker,de GER,"DF,MF",Schalke 04,22,1997,10,4,336,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,15,14,6,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Matches
5db45ee5,Maximilian Beier,de GER,FW,Hoffenheim,16,2002,6,0,109,1.2,0,0,0,0,0,0,1,0,1.1,1.1,0.0,1.1,6,2,14,0.00,0.00,0.00,0.00,0.00,0.91,0.03,0.94,0.91,0.94,Matches
ff182fdc,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,27,1992,5,3,269,3.0,0,0,0,0,0,0,0,0,1.3,1.3,0.3,1.5,4,5,22,0.00,0.00,0.00,0.00,0.00,0.43,0.09,0.52,0.43,0.52,Matches
bee0bab1,Karim Bellarabi,de GER,"FW,DF",Leverkusen,29,1990,26,17,1424,15.8,4,6,10,4,0,0,2,0,6.4,6.4,5.0,11.4,106,43,207,0.25,0.38,0.63,0.25,0.63,0.40,0.32,0.72,0.40,0.72,Matches
c50281a0,Lars Bender,de GER,"DF,MF",Leverkusen,30,1989,18,16,1373,15.3,2,1,3,2,0,0,3,0,0.9,0.9,1.3,2.3,38,109,49,0.13,0.07,0.20,0.13,0.20,0.06,0.09,0.15,0.06,0.15,Matches
070ec0b1,Sven Bender,de GER,DF,Leverkusen,30,1989,33,33,2726,30.3,2,1,3,2,0,0,3,0,1.7,1.7,0.3,1.9,4,91,4,0.07,0.03,0.10,0.07,0.10,0.06,0.01,0.06,0.06,0.06,Matches
fe888e39,László Bénes,sk SVK,MF,M'Gladbach,21,1997,22,10,898,10.0,0,4,4,0,0,0,3,0,1.4,1.4,3.7,5.1,17,66,48,0.00,0.40,0.40,0.00,0.40,0.14,0.37,0.52,0.14,0.52,Matches
f4c7c708,Keanan Bennetts,eng ENG,MF,M'Gladbach,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
378825c7,Ramy Bensebaini,dz ALG,DF,M'Gladbach,24,1995,19,16,1448,16.1,5,3,8,3,2,2,8,1,4.4,2.8,2.4,5.2,31,70,68,0.31,0.19,0.50,0.19,0.37,0.27,0.15,0.42,0.17,0.32,Matches
d5575935,Valon Berisha,xk KVX,MF,Düsseldorf,26,1993,13,12,941,10.5,0,1,1,0,0,0,1,0,0.9,0.9,0.7,1.6,10,35,54,0.00,0.10,0.10,0.00,0.10,0.09,0.07,0.16,0.09,0.16,Matches
9af1f9ff,Louis Beyer,de GER,DF,M'Gladbach,19,2000,3,0,110,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
7aac47fe,Ermin Bičakčić,ba BIH,DF,Hoffenheim,29,1990,21,13,1176,13.1,2,0,2,2,0,0,0,0,0.6,0.6,0.1,0.8,17,45,4,0.15,0.00,0.15,0.15,0.15,0.05,0.01,0.06,0.05,0.06,Matches
dc62fbee,Leonardo Bittencourt,de GER,MF,Hoffenheim,25,1993,1,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,0,1,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.99,0.99,0.99,Matches
dc62fbee,Leonardo Bittencourt,de GER,"FW,MF",Werder Bremen,25,1993,28,23,1889,21.0,4,2,6,4,0,0,6,0,2.9,2.9,2.4,5.3,58,57,162,0.19,0.10,0.29,0.19,0.29,0.14,0.11,0.25,0.14,0.25,Matches
2db2fd7b,Jérôme Boateng,de GER,DF,Bayern Munich,30,1988,24,23,1796,20.0,0,2,2,0,0,0,5,1,0.3,0.3,1.7,1.9,6,128,4,0.00,0.10,0.10,0.00,0.10,0.01,0.08,0.10,0.01,0.10,Matches
bb8a42fa,Adam Bodzek,de GER,MF,Düsseldorf,33,1985,28,22,2015,22.4,0,0,0,0,0,0,10,0,0.8,0.8,0.3,1.1,4,74,13,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
635f2732,Jean-Paul Boëtius,nl NED,MF,Mainz 05,25,1994,28,26,2266,25.2,4,5,9,4,0,0,5,0,3.7,3.7,3.5,7.2,56,128,100,0.16,0.20,0.36,0.16,0.36,0.15,0.14,0.29,0.15,0.29,Matches
1fda91b3,Melayro Bogarde,nl NED,DF,Hoffenheim,17,2002,2,1,51,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,3,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
78b9e99c,Dennis Borkowski,de GER,FW,RB Leipzig,17,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
d728acae,Robin Bormuth,de GER,DF,Düsseldorf,23,1995,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
01834aa0,Sebastiaan Bornauw,be BEL,DF,Köln,20,1999,28,28,2447,27.2,6,0,6,6,0,0,5,1,2.7,2.7,0.6,3.2,12,76,5,0.22,0.00,0.22,0.22,0.22,0.10,0.02,0.12,0.10,0.12,Matches
b4d90315,Brandon Borrello,au AUS,"MF,FW",Freiburg,24,1995,7,4,298,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.6,6,2,23,0.00,0.00,0.00,0.00,0.00,0.13,0.05,0.18,0.13,0.18,Matches
541127d5,Nassim Boujellab,ma MAR,"MF,FW",Schalke 04,20,1999,11,3,419,4.7,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.5,5,8,16,0.00,0.00,0.00,0.00,0.00,0.07,0.03,0.10,0.07,0.10,Matches
7c473e12,Dedryck Boyata,be BEL,DF,Hertha BSC,28,1990,28,28,2436,27.1,4,1,5,4,0,0,8,1,1.5,1.5,0.8,2.3,11,52,4,0.15,0.04,0.18,0.15,0.18,0.06,0.03,0.09,0.06,0.09,Matches
b797f558,Can Bozdogan,de GER,MF,Schalke 04,18,2001,3,3,235,2.6,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,5,12,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
a167537f,Julian Brandt,de GER,"MF,FW",Dortmund,23,1996,33,25,2203,24.5,3,7,10,3,0,0,0,0,3.6,3.6,5.4,9.0,59,188,183,0.12,0.29,0.41,0.12,0.41,0.15,0.22,0.37,0.15,0.37,Matches
d4a2533d,Josip Brekalo,hr CRO,"MF,FW",Wolfsburg,21,1998,30,19,1670,18.6,3,4,7,3,0,0,0,0,3.8,3.8,5.8,9.7,82,89,146,0.16,0.22,0.38,0.16,0.38,0.21,0.31,0.52,0.21,0.52,Matches
e27da244,John Brooks,us USA,DF,Wolfsburg,26,1993,25,25,2224,24.7,0,1,1,0,0,0,4,0,1.2,1.2,1.7,2.9,14,81,6,0.00,0.04,0.04,0.00,0.04,0.05,0.07,0.12,0.05,0.12,Matches
a7813ac4,Daniel Brosinski,de GER,DF,Mainz 05,31,1988,26,16,1709,19.0,2,4,6,1,1,1,3,0,2.0,1.2,6.0,7.2,43,77,88,0.11,0.21,0.32,0.05,0.26,0.10,0.32,0.42,0.06,0.38,Matches
fbffc4b1,Jeffrey Bruma,nl NED,DF,Wolfsburg,27,1991,9,9,810,9.0,0,0,0,0,0,0,1,0,0.8,0.8,0.0,0.8,2,13,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
fbffc4b1,Jeffrey Bruma,nl NED,DF,Mainz 05,27,1991,8,8,675,7.5,0,0,0,0,0,0,3,0,0.6,0.6,0.0,0.6,3,18,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
4e204552,Jacob Bruun Larsen,dk DEN,"FW,MF",Hoffenheim,20,1998,11,5,391,4.3,0,1,1,0,0,0,0,0,0.2,0.2,1.9,2.1,19,11,31,0.00,0.23,0.23,0.00,0.23,0.05,0.44,0.49,0.05,0.49,Matches
4e204552,Jacob Bruun Larsen,dk DEN,FW,Dortmund,20,1998,4,0,68,0.8,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2,1,8,0.00,1.32,1.32,0.00,1.32,0.00,0.62,0.62,0.00,0.62,Matches
ab5b7dc1,Marius Bülter,de GER,"MF,FW",Union Berlin,26,1993,32,28,2321,25.8,7,1,8,7,0,0,1,0,3.7,3.7,3.8,7.5,70,49,132,0.27,0.04,0.31,0.27,0.31,0.14,0.15,0.29,0.14,0.29,Matches
2bcc6d52,Guido Burgstaller,at AUT,FW,Schalke 04,30,1989,21,13,1234,13.7,0,1,1,0,0,0,3,0,3.9,3.9,1.1,4.9,16,26,93,0.00,0.07,0.07,0.00,0.07,0.28,0.08,0.36,0.28,0.36,Matches
05f99a4a,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,19,2000,8,3,253,2.8,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,5,3,11,0.36,0.00,0.36,0.36,0.36,0.27,0.03,0.30,0.27,0.30,Matches
9d12e142,Roman Bürki,ch SUI,GK,Dortmund,28,1990,31,31,2770,30.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
d1273f09,Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,31,1988,28,26,2293,25.5,2,2,4,1,1,1,5,0,3.4,2.6,3.2,5.8,66,105,131,0.08,0.08,0.16,0.04,0.12,0.13,0.12,0.26,0.10,0.23,Matches
a65ce836,Emre Can,de GER,"MF,DF",Dortmund,25,1994,12,10,955,10.6,2,0,2,2,0,0,5,0,1.2,1.2,0.5,1.7,18,54,15,0.19,0.00,0.19,0.19,0.19,0.11,0.05,0.16,0.11,0.16,Matches
db401046,Koen Casteels,be BEL,GK,Wolfsburg,27,1992,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
b3b7f5a6,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,29,1990,22,12,1220,13.6,5,1,6,5,0,0,4,0,2.0,2.0,1.6,3.6,25,46,91,0.37,0.07,0.44,0.37,0.44,0.15,0.12,0.27,0.15,0.27,Matches
7961f7aa,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,25,1994,23,6,676,7.5,2,0,2,2,0,0,0,0,2.1,2.1,1.0,3.1,14,29,62,0.27,0.00,0.27,0.27,0.27,0.28,0.14,0.42,0.28,0.42,Matches
c6608135,Darko Churlinov,mk MKD,MF,Köln,19,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26,Matches
ecab64a0,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,32,1987,24,21,1628,18.1,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,14,75,17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
612cb8d3,Christian Clemens,de GER,FW,Köln,27,1991,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.51,0.00,0.51,Matches
33a95e0a,Jamilu Collins,ng NGA,DF,Paderborn 07,24,1994,30,30,2668,29.6,1,2,3,1,0,1,9,1,2.1,1.3,1.4,2.7,101,133,57,0.03,0.07,0.10,0.03,0.10,0.07,0.05,0.12,0.04,0.09,Matches
042e8a49,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,23,1996,24,17,1505,16.7,4,3,7,4,0,0,2,0,4.7,4.7,4.8,9.4,113,75,329,0.24,0.18,0.42,0.24,0.42,0.28,0.29,0.56,0.28,0.56,Matches
9f381d8b,Jhon Córdoba,co COL,FW,Köln,26,1993,29,23,1998,22.2,13,2,15,13,0,0,5,0,8.9,8.9,1.6,10.4,30,24,134,0.59,0.09,0.68,0.59,0.68,0.40,0.07,0.47,0.40,0.47,Matches
229cd98a,Sergio Córdova,ve VEN,FW,Augsburg,21,1997,16,4,367,4.1,2,1,3,2,0,0,0,0,1.3,1.3,0.9,2.2,8,7,11,0.49,0.25,0.74,0.49,0.74,0.32,0.22,0.53,0.32,0.53,Matches
5ddb8f9f,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,26,1993,19,15,1389,15.4,1,4,5,1,0,0,0,0,1.6,1.6,4.2,5.8,40,52,144,0.06,0.26,0.32,0.06,0.32,0.10,0.27,0.37,0.10,0.37,Matches
0ef89a37,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,27,1992,23,15,1411,15.7,8,6,14,7,1,1,0,0,8.6,7.8,4.0,11.8,57,151,128,0.51,0.38,0.89,0.45,0.83,0.55,0.25,0.80,0.50,0.75,Matches
5722eced,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,19,1999,9,3,307,3.4,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,8,17,15,0.29,0.00,0.29,0.29,0.29,0.17,0.07,0.24,0.17,0.24,Matches
dc62b55d,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,20,1999,11,9,744,8.3,5,0,5,5,0,0,3,0,3.3,3.3,0.5,3.8,25,21,30,0.60,0.00,0.60,0.60,0.60,0.40,0.06,0.46,0.40,0.46,Matches
dc62b55d,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,20,1999,10,2,279,3.1,0,1,1,0,0,0,0,0,2.0,2.0,0.9,2.9,9,12,13,0.00,0.32,0.32,0.00,0.32,0.64,0.29,0.93,0.64,0.93,Matches
b0a0698b,Rafael Czichos,de GER,DF,Köln,29,1990,26,26,2207,24.5,1,1,2,1,0,0,4,1,1.7,1.7,0.5,2.2,30,83,7,0.04,0.04,0.08,0.04,0.08,0.07,0.02,0.09,0.07,0.09,Matches
eac044ad,Moanes Dabbur,il ISR,FW,Hoffenheim,27,1992,14,11,766,8.5,4,0,4,4,0,0,4,0,3.9,3.9,0.9,4.8,9,27,65,0.47,0.00,0.47,0.47,0.47,0.45,0.11,0.57,0.45,0.57,Matches
db4ed67b,Mahmoud Dahoud,de GER,MF,Dortmund,23,1996,12,6,558,6.2,0,1,1,0,0,0,1,0,0.9,0.9,0.8,1.7,7,42,11,0.00,0.16,0.16,0.00,0.16,0.14,0.12,0.27,0.14,0.27,Matches
aeaf1bc1,Leon Dajaku,de GER,"DF,MF",Bayern Munich,18,2001,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
3eb0f2df,Vladimír Darida,cz CZE,MF,Hertha BSC,28,1990,28,25,2256,25.1,3,4,7,3,0,0,8,1,3.1,3.1,4.5,7.7,43,117,106,0.12,0.16,0.28,0.12,0.28,0.12,0.18,0.31,0.12,0.31,Matches
d781d855,Alphonso Davies,ca CAN,DF,Bayern Munich,18,2000,29,24,2234,24.8,3,5,8,3,0,0,4,1,2.3,2.3,4.3,6.6,121,135,191,0.12,0.20,0.32,0.12,0.32,0.09,0.17,0.27,0.09,0.27,Matches
fe641c1a,Thomas Delaney,dk DEN,MF,Dortmund,27,1991,11,11,830,9.2,0,0,0,0,0,0,4,0,0.6,0.6,0.0,0.6,9,28,6,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
54b4dc4e,Kerem Demirbay,de GER,MF,Leverkusen,26,1993,25,18,1573,17.5,1,5,6,1,0,0,4,1,3.2,3.2,4.1,7.4,34,102,37,0.06,0.29,0.34,0.06,0.34,0.19,0.24,0.42,0.19,0.42,Matches
dc3fa3b5,Diego Demme,de GER,MF,RB Leipzig,27,1991,17,14,1211,13.5,0,0,0,0,0,0,3,0,0.8,0.8,1.0,1.7,18,112,16,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,Matches
