id,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
af341b88,Lee Peltier,eng ENG,DF,West Brom,33,1986,2.5,80,67,13,1,0,0,3,12,0,0,0,0,49,0,5,Matches
57e3f0c7,Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,18.0,690,654,35,11,1,2,57,3,21,10,5,1,519,1,32,Matches
b04ee927,Matheus Pereira,pt POR,"MF,FW",West Brom,24,1996,28.6,1097,907,184,75,9,15,145,6,85,43,8,14,790,6,26,Matches
75a72a99,Ricardo Pereira,pt POR,"DF,FW",Leicester City,26,1993,10.7,548,478,68,1,1,1,15,67,0,0,0,0,418,2,19,Matches
819aa8e7,Ayoze Pérez,es ESP,"MF,FW",Leicester City,27,1993,14.8,497,472,20,6,2,0,21,1,4,2,2,0,369,5,14,Matches
4f565d77,Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,27.0,1490,1362,123,62,2,32,77,4,57,28,21,0,1222,5,18,Matches
7bb5f40e,Matt Phillips,sct SCO,MF,West Brom,29,1991,20.3,563,524,36,9,0,4,72,10,17,7,7,0,384,3,18,Matches
515ebe8d,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,16.2,1127,1100,26,18,0,5,1,8,0,0,0,0,948,1,6,Matches
19f4d211,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,0.0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
4806ec67,Jordan Pickford,eng ENG,GK,Everton,26,1994,30.5,1154,850,299,101,0,12,0,0,0,0,0,0,766,5,1,Matches
1ef37668,Erik Pieters,nl NED,"DF,MF",Burnley,31,1988,14.1,606,481,123,6,0,4,19,113,4,4,0,0,449,2,14,Matches
7fcc71d8,Daniel Podence,pt POR,"MF,FW",Wolves,24,1995,18.5,643,617,25,1,4,8,32,9,6,2,1,1,483,1,17,Matches
867239d3,Paul Pogba,fr FRA,"MF,FW",Manchester Utd,27,1993,21.1,1367,1328,31,27,4,41,22,4,0,0,0,0,1112,8,23,Matches
4b40d9ca,Nick Pope,eng ENG,GK,Burnley,28,1992,32.0,989,591,384,133,0,3,0,0,0,0,0,0,505,14,1,Matches
86695068,Dennis Praet,be BEL,MF,Leicester City,26,1994,8.0,315,308,6,0,1,3,19,1,0,0,0,0,248,1,4,Matches
fdd85f94,Davy Pröpper,nl NED,MF,Brighton,28,1991,2.4,96,96,0,0,0,1,3,0,0,0,0,0,70,0,2,Matches
1bf33a9a,Christian Pulisic,us USA,"FW,MF",Chelsea,21,1998,19.3,705,693,11,2,1,1,35,7,1,0,1,0,561,1,16,Matches
466fb2c5,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,22,1998,38.0,1153,733,414,133,0,5,0,0,0,0,0,0,569,6,1,Matches
1544f145,Jacob Ramsey,eng ENG,MF,Aston Villa,19,2001,7.0,229,227,2,1,0,0,8,0,0,0,0,0,192,0,4,Matches
dc31b84c,Kayne Ramsey,eng ENG,DF,Southampton,19,2000,1.0,23,19,3,0,0,0,0,3,0,0,0,0,17,1,0,Matches
6385ebfb,Darren Randolph,ie IRL,GK,West Ham,33,1987,3.0,66,33,33,10,0,0,0,0,0,0,0,0,36,0,0,Matches
3423f250,Raphinha,br BRA,"MF,FW",Leeds United,23,1996,26.2,1064,904,154,43,0,9,165,17,93,45,35,1,687,6,33,Matches
a1d5bd30,Marcus Rashford,eng ENG,FW,Manchester Utd,22,1997,32.4,1248,1216,28,3,1,13,36,19,1,0,1,0,1001,4,37,Matches
28b40c9c,Tim Ream,us USA,DF,Fulham,32,1987,7.0,468,467,1,1,0,6,0,0,0,0,0,0,424,0,1,Matches
ab651565,Nathan Redmond,eng ENG,"MF,FW",Southampton,26,1994,19.3,765,710,51,0,1,4,29,35,1,0,0,0,570,4,22,Matches
803ae100,Harrison Reed,eng ENG,MF,Fulham,25,1995,25.0,1516,1418,96,71,0,2,27,10,12,2,4,3,1288,2,19,Matches
3353737a,Sergio Reguilón,es ESP,DF,Tottenham,23,1996,24.9,1445,1245,197,15,0,9,62,180,2,1,0,0,1092,3,37,Matches
0f7533cd,Bobby Reid,jm JAM,"MF,FW",Fulham,27,1993,26.4,830,771,56,6,2,5,41,26,1,1,0,0,615,3,22,Matches
1c7012b8,Declan Rice,eng ENG,MF,West Ham,21,1999,32.0,1561,1539,18,16,1,24,30,1,0,0,0,0,1352,4,26,Matches
4fa62ae4,Lewis Richardson,eng ENG,"FW,MF",Burnley,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Matches
fa031b34,Richarlison,br BRA,FW,Everton,23,1997,31.8,791,775,13,2,6,1,37,2,0,0,0,0,526,3,53,Matches
7a1f2c08,Jaïro Riedewald,nl NED,MF,Crystal Palace,23,1996,20.2,636,627,7,3,0,0,2,2,0,0,0,0,541,2,8,Matches
71ef519e,Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,30,1989,15.0,611,471,136,33,0,3,105,65,38,26,10,2,411,4,15,Matches
6c17e046,Tyler Roberts,wls WAL,"MF,FW",Leeds United,21,1999,14.9,478,472,3,1,3,2,12,0,0,0,0,0,334,3,15,Matches
2e4f5f03,Andrew Robertson,sct SCO,DF,Liverpool,26,1994,37.6,3303,2774,521,81,2,22,294,321,119,22,78,0,2624,8,51,Matches
289601e6,Antonee Robinson,us USA,DF,Fulham,22,1997,24.0,1385,1139,243,9,0,2,101,234,0,0,0,0,974,3,36,Matches
e75750a3,Callum Robinson,ie IRL,"FW,MF",West Brom,25,1995,17.3,433,415,17,2,0,2,40,2,0,0,0,0,299,1,23,Matches
7399c7a8,Jack Robinson,eng ENG,DF,Sheffield Utd,26,1993,9.7,470,422,47,7,0,0,6,40,0,0,0,0,364,1,4,Matches
fb2dec57,Hal Robson-Kanu,wls WAL,FW,West Brom,31,1989,6.2,81,77,3,0,0,0,1,0,0,0,0,0,56,1,4,Matches
17acc2ed,Marek Rodák,sk SVK,GK,Fulham,23,1996,2.0,47,38,9,2,0,1,0,0,0,0,0,0,39,0,0,Matches
8d62d31a,Joe Rodon,wls WAL,DF,Tottenham,22,1997,8.1,429,427,2,2,0,0,0,0,0,0,0,0,378,0,2,Matches
6434f10d,Rodri,es ESP,MF,Manchester City,24,1996,30.5,2801,2760,40,38,2,19,14,1,1,0,0,0,2545,1,15,Matches
1fb1c435,Rodrigo,es ESP,"MF,FW",Leeds United,29,1991,14.3,586,579,6,0,6,8,22,4,0,0,0,0,437,1,18,Matches
715bf047,James Rodríguez,co COL,"FW,MF",Everton,29,1991,19.6,1149,993,153,45,8,25,88,27,58,28,20,0,901,3,15,Matches
4ab53cdb,Jay Rodriguez,eng ENG,FW,Burnley,31,1989,14.1,280,278,1,0,1,0,4,1,0,0,0,0,202,1,6,Matches
4b511457,Oriol Romeu,es ESP,MF,Southampton,28,1991,19.6,1287,1272,13,11,1,5,9,1,0,0,0,0,1056,2,14,Matches
da8b19e2,John Ruddy,eng ENG,GK,Wolves,33,1986,1.0,24,16,8,3,0,0,0,0,0,0,0,0,19,0,0,Matches
18b896d6,Antonio Rüdiger,de GER,DF,Chelsea,27,1993,19.0,1534,1498,30,28,0,13,3,2,0,0,0,0,1365,6,11,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Arsenal,28,1992,3.0,68,56,12,3,0,0,0,0,0,0,0,0,63,0,0,Matches
4535e4bb,Mathew Ryan,au AUS,GK,Brighton,28,1992,11.0,411,325,86,30,0,1,0,0,0,0,0,0,329,0,0,Matches
2b16cb1a,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23,1997,17.3,444,430,13,0,4,2,21,5,0,0,0,0,355,1,11,Matches
9fbbcf39,Romain Saïss,ma MAR,DF,Wolves,30,1990,26.7,1495,1421,67,24,0,18,17,43,0,0,0,0,1199,7,17,Matches
bc7dc64d,Bukayo Saka,eng ENG,"FW,MF",Arsenal,18,2001,28.4,1161,1042,114,21,2,4,148,30,63,24,21,5,858,5,39,Matches
87935cf3,Mamadou Sakho,fr FRA,DF,Crystal Palace,30,1990,3.1,94,78,16,14,0,1,0,2,0,0,0,0,83,0,0,Matches
e342ad68,Mohamed Salah,eg EGY,FW,Liverpool,28,1992,34.2,1302,1266,32,3,10,4,29,6,0,0,0,0,1067,4,40,Matches
0b33f6ad,Mohammed Salisu,gh GHA,DF,Southampton,21,1999,9.4,383,357,26,4,0,0,1,22,0,0,0,0,304,0,10,Matches
da7b447d,Davinson Sánchez,co COL,DF,Tottenham,24,1996,16.5,1027,1003,24,23,0,7,0,1,0,0,0,0,868,0,9,Matches
6a713852,Robert Sánchez,es ESP,GK,Brighton,22,1997,27.0,1106,879,223,46,0,11,0,0,0,0,0,0,812,4,1,Matches
6e7f1353,Morgan Sanson,fr FRA,MF,Aston Villa,25,1994,3.3,154,146,8,2,0,2,16,0,6,4,0,0,118,0,8,Matches
77bb1522,Romaine Sawyers,kn SKN,MF,West Brom,28,1991,16.5,729,680,44,22,1,6,3,1,0,0,0,0,616,5,12,Matches
21945a9e,Dane Scarlett,eng ENG,FW,Tottenham,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
c8aa95da,Fabian Schär,ch SUI,DF,Newcastle Utd,28,1991,13.8,614,555,54,32,0,12,6,22,0,0,0,0,468,5,6,Matches
3312f911,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,27,1992,15.9,436,420,13,4,0,2,30,5,0,0,0,0,304,3,13,Matches
53af52f3,Kasper Schmeichel,dk DEN,GK,Leicester City,33,1986,38.0,1251,885,363,153,0,6,0,0,0,0,0,0,927,3,0,Matches
d04b94db,Nélson Semedo,pt POR,"DF,MF",Wolves,26,1993,33.1,1976,1620,353,18,1,0,75,331,4,0,3,0,1586,3,57,Matches
e4e0deaa,Femi Seriki,eng ENG,MF,Sheffield Utd,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
8d03ca5a,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,20,1999,5.1,214,193,20,1,0,0,2,19,0,0,0,0,191,1,5,Matches
6421ec64,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,28,1991,6.2,428,404,23,1,5,1,22,6,13,8,1,0,361,1,8,Matches
e8c9f4e9,Billy Sharp,eng ENG,FW,Sheffield Utd,34,1986,8.2,123,109,11,1,1,0,8,0,0,0,0,0,85,3,6,Matches
9c94165b,Luke Shaw,eng ENG,DF,Manchester Utd,25,1995,29.5,2068,1674,386,27,0,2,189,262,97,49,42,0,1650,8,54,Matches
3727dd3c,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28,1992,29.1,1499,1345,150,88,1,48,94,0,48,16,12,12,1092,4,21,Matches
00f0482f,Shola Shoretire,eng ENG,FW,Manchester Utd,16,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
76dd1480,Gylfi Sigurðsson,is ISL,"MF,FW",Everton,30,1989,25.0,963,827,130,34,2,1,100,4,60,40,16,2,758,6,19,Matches
3eb22ec9,Bernardo Silva,pt POR,"MF,FW",Manchester City,25,1994,22.9,1434,1363,66,14,1,7,32,25,19,2,3,0,1287,5,21,Matches
e7aa9d7c,Fábio Silva,pt POR,FW,Wolves,18,2002,15.2,330,300,30,0,1,1,5,2,0,0,0,0,237,0,7,Matches
86e7deaf,Thiago Silva,br BRA,DF,Chelsea,35,1984,21.5,1952,1892,55,51,0,8,3,4,0,0,0,0,1809,5,4,Matches
2acd49b9,Moussa Sissoko,fr FRA,MF,Tottenham,30,1989,17.6,811,758,52,12,0,7,9,40,0,0,0,0,679,1,10,Matches
ffec9769,Islam Slimani,dz ALG,FW,Leicester City,32,1988,0.2,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
5e105217,William Smallbone,ie IRL,MF,Southampton,20,2000,1.9,78,78,0,0,0,1,5,0,0,0,0,0,61,0,1,Matches
17695062,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,20,2000,16.0,746,735,10,5,1,0,17,2,0,0,0,0,648,1,20,Matches
9f4647e9,Robert Snodgrass,sct SCO,"MF,FW",West Brom,32,1987,5.8,141,138,2,0,0,0,8,0,0,0,0,0,107,1,0,Matches
9f4647e9,Robert Snodgrass,sct SCO,"FW,MF",West Ham,32,1987,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
839c14e1,Cédric Soares,pt POR,DF,Arsenal,28,1991,8.3,469,383,85,16,0,2,34,69,0,0,0,0,349,1,8,Matches
6613c819,Tomáš Souček,cz CZE,MF,West Ham,25,1995,38.0,1623,1594,26,22,0,13,9,4,0,0,0,0,1218,3,18,Matches
21166ff4,Çağlar Söyüncü,tr TUR,DF,Leicester City,24,1996,20.2,1423,1370,52,21,0,16,10,31,0,0,0,0,1244,1,7,Matches
42130443,Zack Steffen,us USA,GK,Manchester City,25,1995,1.0,30,22,8,0,0,0,0,0,0,0,0,0,25,0,0,Matches
653ee42d,Dale Stephens,eng ENG,MF,Burnley,31,1989,2.9,120,119,0,0,0,0,0,0,0,0,0,0,98,1,1,Matches
6adbc307,Jack Stephens,eng ENG,DF,Southampton,26,1994,17.1,1067,1008,57,21,0,9,2,36,0,0,0,0,860,2,11,Matches
b400bde0,Raheem Sterling,eng ENG,FW,Manchester City,25,1994,28.2,1141,1120,19,8,0,2,20,6,0,0,0,0,966,2,37,Matches
17d4507a,Enda Stevens,ie IRL,DF,Sheffield Utd,30,1990,30.0,1459,1238,206,11,0,9,64,195,0,0,0,0,1108,15,31,Matches
5eecec3d,John Stones,eng ENG,DF,Manchester City,26,1994,21.5,1737,1717,20,11,0,10,1,9,0,0,0,0,1620,0,9,Matches
f4d296e4,Pascal Struijk,nl NED,"DF,MF",Leeds United,20,1999,23.1,1301,1271,29,26,0,13,1,3,0,0,0,0,1118,1,7,Matches
e9971f2d,Japhet Tanganga,eng ENG,DF,Tottenham,21,1999,5.4,239,201,38,2,1,2,4,36,0,0,0,0,195,0,6,Matches
e514ab62,Matt Targett,eng ENG,DF,Aston Villa,24,1995,37.8,2189,1755,422,61,1,13,146,347,14,10,2,0,1647,12,44,Matches
15ea812b,James Tarkowski,eng ENG,DF,Burnley,27,1992,36.0,1279,1229,41,36,0,25,6,5,0,0,0,0,889,9,8,Matches
4d0eb7d2,Percy Tau,za RSA,FW,Brighton,26,1994,1.1,33,31,2,0,1,0,2,0,1,0,1,0,24,0,1,Matches
3add8ed8,Sidnei Tavares,pt POR,MF,Leicester City,18,2001,0.9,26,25,1,1,0,0,0,0,0,0,0,0,18,0,0,Matches
cc2d7ad5,Charlie Taylor,eng ENG,DF,Burnley,26,1993,27.0,1342,1079,260,16,0,6,105,244,0,0,0,0,922,3,28,Matches
c2f9d19f,Neil Taylor,wls WAL,DF,Aston Villa,31,1989,0.2,10,9,1,0,0,0,0,1,0,0,0,0,9,0,0,Matches
ab7d7882,Allan Tchaptchet,fr FRA,DF,Southampton,18,2001,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
f1e94cd6,Nathan Tella,eng ENG,"FW,MF",Southampton,21,1999,8.3,142,141,1,0,0,0,7,0,0,0,0,0,99,0,10,Matches
e73c9bb2,Alex Telles,br BRA,DF,Manchester Utd,27,1992,7.7,584,477,106,8,1,2,55,70,28,5,18,1,467,1,5,Matches
77d7c96f,Kenny Tete,nl NED,"DF,MF",Fulham,24,1995,16.5,879,758,119,4,0,3,72,115,0,0,0,0,636,2,42,Matches
b2ee9d2c,William Thomas Fish,eng ENG,FW,Manchester Utd,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
fc027d02,Luke Thomas,eng ENG,DF,Leicester City,19,2001,10.8,498,415,81,7,0,2,17,74,0,0,0,0,358,2,18,Matches
56f7a928,Youri Tielemans,be BEL,MF,Leicester City,23,1997,37.3,2642,2445,188,76,11,14,138,13,99,38,31,2,2061,9,40,Matches
fce2302c,Kieran Tierney,sct SCO,DF,Arsenal,23,1997,25.5,1523,1279,240,26,0,8,125,214,0,0,0,0,1130,4,31,Matches
e7ca0439,James Tomkins,eng ENG,DF,Crystal Palace,31,1989,6.1,182,174,8,8,0,1,0,0,0,0,0,0,140,0,1,Matches
7edfbb8a,Fikayo Tomori,eng ENG,DF,Chelsea,22,1997,0.5,29,28,1,1,0,0,0,0,0,0,0,0,28,0,0,Matches
9e1035f8,Ferrán Torres,es ESP,"FW,MF",Manchester City,20,2000,14.5,445,421,23,3,1,1,33,5,11,7,4,0,353,1,9,Matches
9a104dee,Cenk Tosun,tr TUR,FW,Everton,29,1991,0.5,15,13,2,0,0,0,0,1,0,0,0,0,10,0,1,Matches
b28bbd58,Andros Townsend,eng ENG,"MF,FW",Crystal Palace,29,1991,25.1,871,761,103,36,2,3,155,6,56,29,5,12,578,7,36,Matches
4dc4f138,Conor Townsend,eng ENG,DF,West Brom,27,1993,24.8,1196,964,227,15,0,4,62,211,1,0,0,0,883,5,22,Matches
9a28eba4,Adama Traoré,es ESP,"FW,MF",Wolves,24,1996,29.4,873,848,23,1,1,2,150,21,0,0,0,0,572,2,47,Matches
c47541e0,Bertrand Traoré,bf BFA,FW,Aston Villa,24,1995,25.7,808,721,84,39,2,10,102,3,42,22,11,1,569,3,16,Matches
3ae14ed1,Trézéguet,eg EGY,FW,Aston Villa,25,1994,13.0,317,313,2,0,1,2,26,1,1,1,0,0,223,2,11,Matches
38ceb24a,Leandro Trossard,be BEL,"MF,FW",Brighton,25,1994,29.0,1094,1019,68,22,0,14,83,6,34,9,17,1,816,7,35,Matches
f315ca93,Kostas Tsimikas,gr GRE,"DF,FW",Liverpool,24,1996,0.1,9,7,2,0,0,0,2,2,0,0,0,0,6,0,1,Matches
2baec6ce,Axel Tuanzebe,eng ENG,DF,Manchester Utd,22,1997,4.5,270,260,9,3,0,1,0,6,0,0,0,0,239,1,2,Matches
1880614f,Cengiz Ünder,tr TUR,"FW,MF",Leicester City,23,1997,3.1,130,121,8,5,0,0,16,2,1,1,0,0,91,1,6,Matches
531a4aa8,Yan Valery,tn TUN,"DF,MF",Southampton,21,1999,1.1,64,48,16,1,0,0,4,15,0,0,0,0,54,0,2,Matches
e06683ca,Virgil van Dijk,nl NED,DF,Liverpool,29,1991,4.1,342,338,3,3,0,4,0,0,0,0,0,0,307,1,0,Matches
45963054,Jamie Vardy,eng ENG,FW,Leicester City,33,1987,31.6,458,427,27,0,0,1,20,0,0,0,0,0,295,4,20,Matches
dad4b285,Joël Veltman,nl NED,DF,Brighton,28,1992,25.3,1537,1297,236,14,0,3,63,221,1,0,0,0,1166,4,23,Matches
1900032e,Jannik Vestergaard,dk DEN,DF,Southampton,27,1992,28.6,1775,1734,36,33,0,16,5,2,0,0,0,0,1476,5,7,Matches
b937e490,Rúben Vinagre,pt POR,"MF,DF",Wolves,21,1999,1.9,101,84,17,0,0,0,4,17,0,0,0,0,86,0,1,Matches
8b529245,Carlos Vinícius,br BRA,FW,Tottenham,25,1995,3.4,48,46,2,0,0,0,2,0,0,0,0,0,24,0,2,Matches
728e9b2e,João Virgínia,pt POR,GK,Everton,20,1999,0.5,16,12,3,0,0,0,0,0,0,0,0,0,8,1,0,Matches
3b029691,Vitinha,pt POR,MF,Wolves,20,2000,5.8,346,329,15,6,3,1,14,0,9,1,7,0,302,2,4,Matches
d484c261,Jake Vokins,eng ENG,DF,Southampton,20,2000,0.7,23,16,7,0,0,0,3,7,0,0,0,0,19,0,1,Matches
0d4ceb32,Matěj Vydra,cz CZE,FW,Burnley,28,1992,15.2,240,239,1,0,1,1,3,1,0,0,0,0,170,0,5,Matches
1ecb65be,Theo Walcott,eng ENG,"MF,FW",Southampton,31,1989,18.0,432,427,3,0,1,0,29,2,1,0,0,0,304,2,13,Matches
1ecb65be,Theo Walcott,eng ENG,FW,Everton,31,1989,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
86dd77d1,Kyle Walker,eng ENG,DF,Manchester City,30,1990,21.6,1941,1751,185,20,1,25,38,165,0,0,0,0,1709,5,25,Matches
984a5a64,Kyle Walker-Peters,eng ENG,DF,Southampton,23,1997,29.4,1669,1335,330,23,0,2,35,307,0,0,0,0,1321,4,41,Matches
9e525177,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,22,1997,34.0,2148,1855,288,11,0,2,60,277,0,0,0,0,1806,5,46,Matches
8a7ff278,Joel Ward,eng ENG,DF,Crystal Palace,30,1989,25.1,1104,837,264,9,0,3,27,255,0,0,0,0,793,3,35,Matches
3515d404,James Ward-Prowse,eng ENG,MF,Southampton,25,1994,38.0,2712,2361,342,130,1,17,251,18,166,79,79,5,2173,9,25,Matches
aed3a70f,Ollie Watkins,eng ENG,FW,Aston Villa,24,1995,37.0,843,815,26,0,0,1,22,15,1,0,0,0,592,2,17,Matches
c7170b46,Caleb Watts,au AUS,MF,Southampton,18,2002,0.4,13,13,0,0,0,0,1,0,0,0,0,0,8,0,0,Matches
c40b6180,Adam Webster,eng ENG,DF,Brighton,25,1995,28.8,1866,1806,56,33,0,18,1,23,0,0,0,0,1508,4,18,Matches
ce5143da,Danny Welbeck,eng ENG,FW,Brighton,29,1990,17.2,262,259,2,0,1,2,3,0,0,0,0,0,209,1,6,Matches
49fe9070,Timo Werner,de GER,"FW,MF",Chelsea,24,1996,28.9,824,788,31,2,1,1,35,5,1,0,0,0,629,5,23,Matches
495945ef,Ashley Westwood,eng ENG,MF,Burnley,30,1990,37.9,2246,1953,282,93,0,18,182,9,89,75,5,1,1662,11,22,Matches
35e413f1,Ben White,eng ENG,"DF,MF",Brighton,22,1997,35.5,1812,1737,74,32,1,18,22,42,0,0,0,0,1491,1,18,Matches
eb58eef0,Georginio Wijnaldum,nl NED,MF,Liverpool,29,1990,32.7,1778,1740,37,23,1,3,6,14,0,0,0,0,1644,1,13,Matches
5e74d6c8,Brandon Williams,eng ENG,DF,Manchester Utd,19,2000,2.1,143,123,20,1,0,0,1,19,0,0,0,0,120,0,3,Matches
dd323728,Neco Williams,wls WAL,DF,Liverpool,19,2001,2.8,210,178,30,3,0,0,24,27,0,0,0,0,151,2,10,Matches
012c975a,Rhys Williams,eng ENG,DF,Liverpool,19,2001,7.3,504,498,6,6,1,3,0,0,0,0,0,0,440,0,0,Matches
8b9ebd03,Willian,br BRA,FW,Arsenal,31,1988,15.6,790,683,103,22,2,11,104,5,72,28,22,6,625,4,11,Matches
a3b03921,Joe Willock,eng ENG,MF,Arsenal,20,1999,2.6,93,93,0,0,0,0,6,0,0,0,0,0,68,0,2,Matches
a3b03921,Joe Willock,eng ENG,MF,Newcastle Utd,20,1999,10.9,242,240,1,0,0,0,13,1,0,0,0,0,179,1,6,Matches
c596fcb0,Callum Wilson,eng ENG,FW,Newcastle Utd,28,1992,23.2,359,340,19,1,2,0,12,6,1,0,0,0,242,0,17,Matches
2f7acede,Harry Winks,eng ENG,MF,Tottenham,24,1996,9.6,683,666,17,15,0,3,2,0,0,0,0,0,579,0,7,Matches
4e9a0555,Chris Wood,nz NZL,FW,Burnley,28,1991,30.5,663,659,1,1,0,2,7,0,0,0,0,0,425,3,18,Matches
e61b8aee,Granit Xhaka,ch SUI,"MF,DF",Arsenal,27,1992,28.0,2239,2137,100,63,3,28,12,36,0,0,0,0,2011,2,16,Matches
849c826a,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,30,1989,4.2,152,147,5,0,0,2,16,1,3,2,0,0,117,0,3,Matches
ae0a7ddf,DeAndre Yedlin,us USA,DF,Newcastle Utd,27,1993,4.8,179,147,32,1,0,0,13,31,0,0,0,0,113,0,5,Matches
e49ce451,Okay Yokuşlu,tr TUR,MF,West Brom,26,1994,14.6,536,519,15,7,0,7,2,2,0,0,0,0,439,2,11,Matches
b2bc3b1f,Wilfried Zaha,ci CIV,FW,Crystal Palace,27,1992,29.0,784,768,12,2,2,2,41,5,1,0,0,0,586,4,34,Matches
6bb2c084,Andre-Frank Zambo Anguissa,cm CMR,MF,Fulham,24,1995,28.7,1434,1417,17,12,2,5,13,5,0,0,0,0,1201,0,22,Matches
d01231f0,Andi Zeqiri,ch SUI,"FW,DF",Brighton,21,1999,1.9,44,43,1,1,0,0,6,0,0,0,0,0,21,0,2,Matches
51cf8561,Oleksandr Zinchenko,ua UKR,DF,Manchester City,23,1996,16.4,1517,1368,149,28,0,1,39,110,11,1,9,0,1340,0,13,Matches
6622454d,Hakim Ziyech,ma MAR,"MF,FW",Chelsea,27,1993,13.0,742,692,46,16,5,5,64,8,21,6,13,0,547,4,14,Matches
ce4246f5,Kurt Zouma,fr FRA,DF,Chelsea,25,1994,22.5,1781,1748,30,27,0,24,0,3,0,0,0,0,1616,3,3,Matches
79300479,Martin Ødegaard,no NOR,MF,Arsenal,21,1998,9.6,533,472,61,15,2,1,36,1,30,14,8,0,462,0,6,Matches
