id,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches
31a62dc7,Zeki Çelik,tr TUR,"DF,MF",fr Lille,22,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.3,0.3,1.1,1.4,17,23,46,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.23,0.05,0.23,Matches
10fe831e,Murilo Cerqueira,br BRA,"MF,DF",ru Loko Moscow,22,1997,5,4,370,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
5e1028e5,Franco Cervi,ar ARG,MF,pt Benfica,25,1994,5,5,393,4.4,1,1,2,1,0,0,0,0,1.4,1.4,0.4,1.8,5,13,22,0.23,0.23,0.46,0.23,0.46,0.33,0.10,0.42,0.33,0.42,Matches
f5dfc256,Leonardo César Jardim,br BRA,GK,fr Lille,24,1995,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
b34c63a5,Rayan Cherki,fr FRA,"DF,MF",fr Lyon,15,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.27,0.11,0.38,0.27,0.38,Matches
0ac94a23,Denis Cheryshev,ru RUS,"MF,FW",es Valencia,28,1990,6,3,263,2.9,2,0,2,2,0,0,0,0,0.9,0.9,0.0,1.0,4,5,17,0.68,0.00,0.68,0.68,0.68,0.32,0.02,0.33,0.32,0.33,Matches
262e5a82,Chiquinho,pt POR,FW,pt Benfica,24,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,11,16,20,0.00,0.00,0.00,0.00,0.00,0.11,0.12,0.23,0.11,0.23,Matches
1cb49278,Andreas Christensen,dk DEN,DF,eng Chelsea,23,1996,4,4,360,4.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
04ac8285,Jasper Cillessen,nl NED,GK,es Valencia,30,1989,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
042e8a49,Kingsley Coman,fr FRA,FW,de Bayern Munich,23,1996,9,7,549,6.1,3,1,4,3,0,0,0,0,3.3,3.3,1.0,4.3,37,25,121,0.49,0.16,0.66,0.49,0.66,0.55,0.16,0.71,0.55,0.71,Matches
0331786b,Dion Cools,my MAS,MF,be Club Brugge,23,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a6951bf8,Francis Coquelin,fr FRA,"MF,DF",es Valencia,28,1991,6,5,429,4.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
6ceef869,Vedran Ćorluka,hr CRO,DF,ru Loko Moscow,33,1986,6,6,518,5.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,21,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
beb391dd,Maxwel Cornet,ci CIV,"DF,MF",fr Lyon,22,1996,8,6,548,6.1,1,1,2,1,0,0,2,0,0.7,0.7,0.2,0.9,19,15,49,0.16,0.16,0.33,0.16,0.33,0.12,0.03,0.14,0.12,0.14,Matches
5c07e176,Carlos Coronel,br BRA,GK,at RB Salzburg,22,1996,3,2,238,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
01eb744d,Ángel Correa,ar ARG,"MF,FW",es Atlético Madrid,24,1995,8,5,444,4.9,0,0,0,0,0,0,2,0,1.4,1.4,0.3,1.7,12,7,39,0.00,0.00,0.00,0.00,0.00,0.28,0.06,0.34,0.28,0.34,Matches
c78b352d,Thierry Correia,pt POR,DF,es Valencia,20,1999,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
a190d597,Diego Costa,es ESP,FW,es Atlético Madrid,30,1988,7,6,456,5.1,0,1,1,0,0,0,1,0,1.2,1.2,0.9,2.1,6,8,21,0.00,0.20,0.20,0.00,0.20,0.24,0.18,0.42,0.24,0.42,Matches
4fa7cb9b,Douglas Costa,br BRA,MF,it Juventus,28,1990,1,0,21,0.2,1,0,1,1,0,0,1,0,0.6,0.6,0.0,0.6,2,3,5,4.29,0.00,4.29,4.29,4.29,2.42,0.00,2.42,2.42,2.42,Matches
808d48f3,Jaume Costa,es ESP,DF,es Valencia,31,1988,3,3,246,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,13,12,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.07,0.03,0.07,Matches
c56ee8f7,Gaëtan Coucke,be BEL,GK,be Genk,20,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
fdf3cb77,Vladimír Coufal,cz CZE,DF,cz Slavia Prague,26,1992,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,26,37,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches
1840e36d,Thibaut Courtois,be BEL,GK,es Real Madrid,27,1992,7,7,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
0ef89a37,Philippe Coutinho,br BRA,"MF,FW",de Bayern Munich,27,1992,11,5,519,5.8,3,3,6,3,0,0,0,0,3.0,3.0,1.5,4.5,27,57,40,0.52,0.52,1.04,0.52,1.04,0.52,0.25,0.78,0.52,0.78,Matches
0ab1f153,Juan Cuadrado,co COL,"DF,FW",it Juventus,31,1988,6,6,497,5.5,1,1,2,1,0,0,4,0,0.1,0.1,0.3,0.5,13,33,37,0.18,0.18,0.36,0.18,0.36,0.03,0.06,0.09,0.03,0.09,Matches
574fff8c,Carlos Cuesta,co COL,"DF,MF",be Genk,20,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
dc62b55d,Matheus Cunha,br BRA,FW,de RB Leipzig,20,1999,2,0,81,0.9,0,0,0,0,0,0,0,0,1.9,1.9,0.0,1.9,4,2,8,0.00,0.00,0.00,0.00,0.00,2.07,0.00,2.07,2.07,2.07,Matches
44eb9093,Danilo D'Ambrosio,it ITA,"DF,FW",it Inter,30,1988,3,2,184,2.0,0,0,0,0,0,0,0,0,0.9,0.9,0.0,0.9,2,6,8,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45,Matches
9591723b,Jacopo Da Riva,it ITA,MF,it Atalanta,18,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
29c02c9f,Colin Dagba,fr FRA,DF,fr Paris S-G,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,0,8,0.00,0.00,0.00,0.00,0.00,0.30,0.04,0.35,0.30,0.35,Matches
db4ed67b,Mahmoud Dahoud,de GER,MF,de Dortmund,23,1996,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ca45605e,Patson Daka,zm ZAM,FW,at RB Salzburg,20,1998,6,3,241,2.7,1,0,1,1,0,0,0,0,1.7,1.7,0.2,2.0,6,5,30,0.37,0.00,0.37,0.37,0.37,0.64,0.09,0.73,0.64,0.73,Matches
94b2001f,Danilo,br BRA,DF,it Juventus,28,1991,6,5,471,5.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,9,38,23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
d781d855,Alphonso Davies,ca CAN,DF,de Bayern Munich,18,2000,8,8,713,7.9,0,4,4,0,0,0,2,0,0.3,0.3,2.5,2.8,49,41,40,0.00,0.50,0.50,0.00,0.50,0.04,0.32,0.35,0.04,0.35,Matches
44781702,Ben Davies,wls WAL,DF,eng Tottenham,26,1993,3,3,270,3.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,5,14,10,0.00,0.33,0.33,0.00,0.33,0.00,0.19,0.19,0.00,0.19,Matches
e46012d4,Kevin De Bruyne,be BEL,"MF,FW",eng Manchester City,28,1991,7,7,571,6.3,2,2,4,1,1,1,1,0,1.6,0.9,3.1,3.9,21,33,47,0.32,0.32,0.63,0.16,0.47,0.26,0.48,0.74,0.13,0.62,Matches
2ef7c612,Charles De Ketelaere,be BEL,"MF,FW",be Club Brugge,18,2001,4,1,127,1.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,7,14,10,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.14,0.06,0.14,Matches
ae4e2852,Mattia De Sciglio,it ITA,DF,it Juventus,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
c8e65157,Miloš Degenek,au AUS,DF,rs Red Star,25,1994,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,11,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
fe641c1a,Thomas Delaney,dk DEN,MF,de Dortmund,27,1991,3,3,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
6b6cbca4,Simon Deli,ci CIV,DF,be Club Brugge,27,1991,6,6,540,6.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,18,1,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
e7986081,Moussa Dembélé,fr FRA,FW,fr Lyon,23,1996,10,6,625,6.9,2,1,3,2,0,0,1,0,1.3,1.3,0.7,2.0,6,14,25,0.29,0.14,0.43,0.29,0.43,0.19,0.11,0.29,0.19,0.29,Matches
b19db005,Ousmane Dembélé,fr FRA,FW,es Barcelona,22,1997,4,2,136,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.8,1.0,11,10,17,0.00,0.00,0.00,0.00,0.00,0.10,0.55,0.66,0.10,0.66,Matches
e3cceee6,Merih Demiral,tr TUR,DF,it Juventus,21,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
54b4dc4e,Kerem Demirbay,de GER,MF,de Leverkusen,26,1993,5,5,372,4.1,0,0,0,0,0,0,0,0,0.5,0.5,1.0,1.4,11,22,9,0.00,0.00,0.00,0.00,0.00,0.11,0.23,0.34,0.11,0.34,Matches
dc3fa3b5,Diego Demme,de GER,MF,de RB Leipzig,27,1991,5,4,365,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,13,42,6,0.25,0.00,0.25,0.25,0.25,0.14,0.02,0.17,0.14,0.17,Matches
dc3fa3b5,Diego Demme,de GER,MF,it Napoli,27,1991,2,2,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
47af88b8,Jason Denayer,be BEL,"DF,MF",fr Lyon,24,1995,9,9,780,8.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.3,3,18,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03,Matches
2c44a35d,Emmanuel Dennis,ng NGA,"FW,MF",be Club Brugge,21,1997,6,6,454,5.0,2,1,3,2,0,0,0,0,2.6,2.6,0.2,2.8,22,21,61,0.40,0.20,0.59,0.40,0.59,0.52,0.03,0.55,0.52,0.55,Matches
85686f86,Dentinho,br BRA,"FW,DF",ua Shakhtar,30,1989,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
5976f83e,Sergiño Dest,us USA,DF,nl Ajax,18,2000,5,4,405,4.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,15,18,28,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07,Matches
365836c9,Sébastien Dewaest,be BEL,DF,be Genk,28,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,11,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
230a2fac,Giovanni Di Lorenzo,it ITA,"DF,MF",it Napoli,25,1993,8,8,720,8.0,0,2,2,0,0,0,0,0,0.2,0.2,0.9,1.1,17,33,26,0.00,0.25,0.25,0.00,0.25,0.03,0.11,0.14,0.03,0.14,Matches
19cda00b,Ángel Di María,ar ARG,"FW,MF",fr Paris S-G,31,1988,9,9,744,8.3,3,6,9,3,0,0,3,0,2.7,2.7,5.1,7.8,27,40,70,0.36,0.73,1.09,0.36,1.09,0.33,0.62,0.94,0.33,0.94,Matches
aeed5c06,Moussa Diaby,fr FRA,"MF,FW",de Leverkusen,20,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,17,3,24,0.00,0.00,0.00,0.00,0.00,0.11,0.07,0.18,0.11,0.18,Matches
dda3969e,Mbaye Diagne,sn SEN,FW,be Club Brugge,27,1991,2,0,42,0.5,0,0,0,0,0,1,0,0,0.8,0.0,0.0,0.0,0,0,7,0.00,0.00,0.00,0.00,0.00,1.75,0.00,1.75,0.06,0.06,Matches
d2110326,Mouctar Diakhaby,gn GUI,DF,es Valencia,22,1996,5,4,309,3.4,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,2,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
fc62f087,Abdou Diallo,sn SEN,DF,fr Paris S-G,23,1996,3,1,111,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
31c69ef1,Rúben Dias,pt POR,DF,pt Benfica,22,1997,6,6,540,6.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,22,0,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
8104e41e,Krépin Diatta,sn SEN,"FW,MF",be Club Brugge,20,1999,5,5,435,4.8,1,0,1,1,0,0,2,1,0.2,0.2,0.4,0.6,9,22,35,0.21,0.00,0.21,0.21,0.21,0.04,0.09,0.13,0.04,0.13,Matches
407feb71,Brahim Díaz,es ESP,FW,es Real Madrid,19,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ac861941,Eric Dier,eng ENG,"DF,MF",eng Tottenham,25,1994,5,4,311,3.5,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,4,10,0,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
db3cb6ee,Emir Dilaver,at AUT,DF,hr Dinamo Zagreb,28,1991,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,11,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
b2336681,Tiago Djaló,pt POR,DF,fr Lille,19,2000,3,3,266,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
6eee05f1,Berat Djimsiti,al ALB,DF,it Atalanta,26,1993,6,6,509,5.7,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,2,10,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
b5f7d10b,Dodô,br BRA,DF,ua Shakhtar,20,1998,5,3,282,3.1,1,1,2,1,0,0,1,1,0.5,0.5,0.5,1.0,11,12,15,0.32,0.32,0.64,0.32,0.64,0.17,0.16,0.33,0.17,0.33,Matches
c9cb972b,Jaume Doménech,es ESP,GK,es Valencia,28,1990,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
d072a976,Ryan Donk,sr SUR,DF,tr Galatasaray,33,1986,6,4,361,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
67ac5bb8,Gabriel Dos Santos,br BRA,DF,fr Lille,21,1997,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,13,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
6fd8a334,Aleksandar Dragović,at AUT,DF,de Leverkusen,28,1991,3,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1a992676,Julian Draxler,de GER,"MF,FW",fr Paris S-G,25,1993,5,0,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,3,4,0.00,0.00,0.00,0.00,0.00,0.11,0.09,0.20,0.11,0.20,Matches
60e86875,Sebastián Driussi,ar ARG,MF,ru Zenit,23,1996,5,4,362,4.0,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.9,13,23,11,0.00,0.00,0.00,0.00,0.00,0.12,0.11,0.23,0.12,0.23,Matches
ff0ab48c,Leo Dubois,fr FRA,DF,fr Lyon,24,1994,9,9,755,8.4,0,2,2,0,0,0,3,0,0.3,0.3,1.3,1.5,28,39,37,0.00,0.24,0.24,0.00,0.24,0.03,0.15,0.18,0.03,0.18,Matches
e0921a4f,Paulo Dybala,ar ARG,"FW,MF",it Juventus,25,1993,8,3,311,3.5,3,3,6,3,0,0,0,0,1.5,1.5,1.8,3.3,17,15,31,0.87,0.87,1.74,0.87,1.74,0.43,0.53,0.96,0.43,0.96,Matches
448a3608,Artem Dzyuba,ru RUS,FW,ru Zenit,30,1988,6,6,540,6.0,2,1,3,2,0,0,1,0,0.9,0.9,1.9,2.8,10,32,43,0.33,0.17,0.50,0.33,0.50,0.14,0.32,0.47,0.14,0.47,Matches
f0fc9d0e,Éder,pt POR,FW,ru Loko Moscow,31,1987,5,4,341,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,3,27,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
3bb7b8b4,Ederson,br BRA,GK,eng Manchester City,25,1993,8,8,675,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
73d6a176,Jurgen Ekkelenkamp,nl NED,MF,nl Ajax,19,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
4f56170e,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,27,1991,6,5,462,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,5,20,25,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
cf007308,Elif Elmas,mk MKD,MF,it Napoli,19,1999,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
980522ec,Christian Eriksen,dk DEN,MF,eng Tottenham,27,1992,5,2,298,3.3,1,1,2,1,0,0,0,0,0.4,0.4,2.0,2.4,3,11,13,0.30,0.30,0.60,0.30,0.60,0.13,0.60,0.73,0.13,0.73,Matches
1c78737d,Aleksandr Erokhin,ru RUS,"MF,FW",ru Zenit,29,1989,4,2,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,4,12,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
7ff93107,Sebastiano Esposito,it ITA,"MF,FW",it Inter,17,2002,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.19,0.00,0.19,Matches
7f3b388c,Fabinho,br BRA,MF,eng Liverpool,25,1993,7,6,483,5.4,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,6,41,3,0.00,0.19,0.19,0.00,0.19,0.04,0.07,0.11,0.04,0.11,Matches
8263d615,Malachi Fagan-Walcott,eng ENG,DF,eng Tottenham,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
66116290,Radamel Falcao,co COL,"FW,MF",tr Galatasaray,33,1986,3,2,209,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,1,15,0.00,0.00,0.00,0.00,0.00,0.09,0.04,0.13,0.09,0.13,Matches
810e40c1,Patrick Farkas,at AUT,DF,at RB Salzburg,26,1992,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.00,0.00,0.00,0.00,0.00,0.27,1.07,1.35,0.27,1.35,Matches
0ba976e4,Ansu Fati,es ESP,FW,es Barcelona,16,2002,5,1,115,1.3,1,0,1,1,0,0,0,0,0.1,0.1,0.9,1.0,5,5,18,0.78,0.00,0.78,0.78,0.78,0.07,0.68,0.75,0.07,0.75,Matches
691f64f5,Sofiane Feghouli,dz ALG,"FW,MF",tr Galatasaray,29,1989,5,3,344,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,17,18,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
874d7a32,Ljubomir Fejsa,rs SRB,MF,pt Benfica,30,1988,2,2,149,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
51a3c4c8,Felipe,br BRA,DF,es Atlético Madrid,30,1989,8,7,661,7.3,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,0,11,6,0.14,0.00,0.14,0.14,0.14,0.04,0.00,0.04,0.04,0.04,Matches
8aafd64f,João Félix,pt POR,"FW,MF",es Atlético Madrid,19,1999,6,4,425,4.7,3,1,4,1,2,2,0,0,3.1,1.6,1.0,2.6,13,23,28,0.64,0.21,0.85,0.21,0.42,0.66,0.21,0.88,0.33,0.54,Matches
e2dde94c,Gedson Fernandes,pt POR,MF,eng Tottenham,20,1999,2,1,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
e2dde94c,Gedson Fernandes,pt POR,"MF,FW",pt Benfica,20,1999,2,2,135,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,6,10,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
101da2b5,Fernandinho,br BRA,DF,eng Manchester City,34,1985,8,7,653,7.3,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,9,32,0,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
4c370d81,Roberto Firmino,br BRA,"FW,MF",eng Liverpool,27,1991,8,7,627,7.0,1,3,4,1,0,0,0,0,1.8,1.8,2.1,3.9,11,39,65,0.14,0.43,0.57,0.14,0.57,0.25,0.30,0.55,0.25,0.55,Matches
24f59bb2,Junior Firpo,es ESP,"DF,FW",es Barcelona,22,1996,4,3,271,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,6,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
e288d4b3,Alessandro Florenzi,it ITA,MF,es Valencia,28,1991,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
ed1e53f3,Phil Foden,eng ENG,"MF,FW",eng Manchester City,19,2000,5,3,253,2.8,2,2,4,2,0,0,2,1,1.2,1.2,3.0,4.2,8,18,15,0.71,0.71,1.42,0.71,1.42,0.42,1.07,1.49,0.42,1.49,Matches
90f87966,José Fonte,pt POR,DF,fr Lille,35,1983,4,4,360,4.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,5,14,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
9a2e0ccc,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,27,1991,9,5,522,5.8,4,1,5,2,2,2,0,0,2.9,1.3,1.9,3.2,16,37,38,0.69,0.17,0.86,0.34,0.52,0.50,0.32,0.82,0.23,0.55,Matches
6c7762c3,Juan Foyth,ar ARG,DF,eng Tottenham,21,1998,3,2,198,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
98d2c2c4,Remo Freuler,ch SUI,MF,it Atalanta,27,1992,8,8,668,7.4,1,1,2,1,0,0,3,0,0.2,0.2,0.4,0.6,16,24,13,0.13,0.13,0.27,0.13,0.27,0.03,0.05,0.08,0.03,0.08,Matches
ceb30355,Michal Frydrych,cz CZE,DF,cz Slavia Prague,29,1990,2,2,173,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,5,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
0d10333c,Gabriel,br BRA,MF,pt Benfica,25,1993,5,5,440,4.9,0,0,0,0,0,0,2,0,0.8,0.8,0.5,1.3,8,46,9,0.00,0.00,0.00,0.00,0.00,0.15,0.11,0.27,0.15,0.27,Matches
3b387cc7,Gianluca Gaetano,it ITA,MF,it Napoli,19,2000,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
