id,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
f86ad3f5,Marco Friedl,at AUT,DF,Werder Bremen,20,1998,5.3,0,1,0,0.0,0.19,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
9c9bd01f,Alexander Fuchs,de GER,"MF,FW",Nürnberg,21,1997,7.3,1,9,1,11.1,1.24,0.14,0.11,1.00,17.4,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
4f16405e,Niclas Füllkrug,de GER,FW,Hannover 96,25,1993,12.4,2,36,12,33.3,2.91,0.97,0.03,0.08,16.0,0,1,1,3.8,3.1,0.08,-1.8,-2.1,Matches
16daec92,Mijat Gaćinović,rs SRB,MF,Eint Frankfurt,23,1995,18.1,0,21,1,4.8,1.16,0.06,0.00,0.00,24.5,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
6bd603db,Jean-Philippe Gbamin,ci CIV,MF,Mainz 05,22,1995,29.7,2,36,7,19.4,1.21,0.24,0.06,0.29,31.2,3,0,0,1.4,1.4,0.04,+0.6,+0.6,Matches
3f65898c,Theodor Gebre Selassie,cz CZE,DF,Werder Bremen,31,1986,31.3,3,28,12,42.9,0.90,0.38,0.11,0.25,11.9,0,0,0,3.9,3.9,0.14,-0.9,-0.9,Matches
37f606f0,Dennis Geiger,de GER,MF,Hoffenheim,20,1998,2.7,0,4,2,50.0,1.46,0.73,0.00,0.00,27.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
a4f94a0d,Christian Gentner,de GER,"MF,FW",Stuttgart,32,1985,22.4,0,29,5,17.2,1.29,0.22,0.00,0.00,16.3,1,0,0,2.5,2.5,0.09,-2.5,-2.5,Matches
62ab9184,Yannick Gerhardt,de GER,MF,Wolfsburg,24,1994,27.3,2,36,8,22.2,1.32,0.29,0.06,0.25,16.6,0,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
fbefefdb,Fabian Giefer,de GER,GK,Augsburg,28,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
7242b495,Niko Gießelmann,de GER,DF,Düsseldorf,26,1991,28.8,0,26,7,26.9,0.90,0.24,0.00,0.00,20.5,0,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
e5f63987,Daniel Ginczek,de GER,FW,Wolfsburg,27,1991,14.2,6,35,14,40.0,2.47,0.99,0.17,0.43,16.8,0,0,0,3.8,3.8,0.11,+2.2,+2.2,Matches
f521b80a,Matthias Ginter,de GER,DF,M'Gladbach,24,1994,26.4,2,23,8,34.8,0.87,0.30,0.09,0.25,11.9,0,0,0,1.8,1.8,0.08,+0.2,+0.2,Matches
88e357ef,Serge Gnabry,de GER,"FW,MF",Bayern Munich,23,1995,19.6,10,66,32,48.5,3.37,1.63,0.15,0.31,14.9,0,0,0,9.4,9.4,0.15,+0.6,+0.6,Matches
25c633b0,Kevin Goden,de GER,"DF,MF",Nürnberg,19,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
71a20ce8,Mario Gómez,de GER,FW,Stuttgart,33,1985,24.6,7,53,21,39.6,2.16,0.85,0.13,0.33,15.1,0,0,0,9.3,9.3,0.19,-2.3,-2.3,Matches
49ffe0f2,Jérôme Gondorf,de GER,"MF,FW",Freiburg,30,1988,14.4,2,23,7,30.4,1.60,0.49,0.09,0.29,22.8,4,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
2374aaca,Nicolás González,ar ARG,"FW,MF",Stuttgart,20,1998,24.0,2,59,11,18.6,2.46,0.46,0.03,0.18,15.0,0,0,0,6.3,6.3,0.11,-4.3,-4.3,Matches
cc86b9a3,Leon Goretzka,de GER,MF,Bayern Munich,23,1995,22.5,8,55,21,38.2,2.45,0.93,0.15,0.38,16.7,0,0,0,6.3,6.3,0.11,+1.7,+1.7,Matches
ee7cdd0c,Felix Götze,de GER,MF,Augsburg,20,1998,1.4,1,2,2,100.0,1.43,1.43,0.50,0.50,5.2,0,0,0,1.1,1.1,0.53,-0.1,-0.1,Matches
9efa1d25,Mario Götze,de GER,"FW,MF",Dortmund,26,1992,18.6,7,28,16,57.1,1.51,0.86,0.25,0.44,14.7,0,0,0,4.7,4.7,0.17,+2.3,+2.3,Matches
1025db8e,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,27,1991,23.2,0,8,2,25.0,0.34,0.09,0.00,0.00,19.7,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
8e235926,Michael Gregoritsch,at AUT,"MF,FW",Augsburg,24,1994,27.6,6,84,23,27.4,3.04,0.83,0.06,0.22,16.6,6,1,1,10.1,9.3,0.11,-4.1,-4.3,Matches
54e4866f,Vincenzo Grifo,it ITA,"MF,FW",Hoffenheim,25,1993,3.7,1,14,2,14.3,3.76,0.54,0.00,0.00,21.6,2,1,1,1.5,0.7,0.05,-0.5,-0.7,Matches
54e4866f,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,25,1993,15.9,6,41,13,31.7,2.59,0.82,0.12,0.38,20.8,7,1,1,3.6,2.9,0.07,+2.4,+2.1,Matches
ffbbc83b,Florian Grillitsch,at AUT,MF,Hoffenheim,22,1995,26.6,0,32,10,31.3,1.20,0.38,0.00,0.00,24.0,0,0,0,1.3,1.3,0.04,-1.3,-1.3,Matches
8b8e759d,Marko Grujić,rs SRB,MF,Hertha BSC,22,1996,19.8,5,46,20,43.5,2.33,1.01,0.11,0.25,19.2,0,0,0,4.4,4.4,0.10,+0.6,+0.6,Matches
048a1cbc,Raphaël Guerreiro,pt POR,"FW,DF",Dortmund,24,1993,17.0,2,35,14,40.0,2.06,0.83,0.06,0.14,20.3,3,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
e6c43eec,Josuha Guilavogui,fr FRA,MF,Wolfsburg,27,1990,17.4,2,7,5,71.4,0.40,0.29,0.29,0.40,14.1,0,0,0,1.0,1.0,0.15,+1.0,+1.0,Matches
bcb2ccd8,Péter Gulácsi,hu HUN,GK,RB Leipzig,28,1990,32.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
25ab9c9c,Manuel Gulde,de GER,DF,Freiburg,27,1991,19.0,1,6,2,33.3,0.32,0.11,0.17,0.50,8.9,0,0,0,0.9,0.9,0.14,+0.1,+0.1,Matches
8593f88c,Christian Günter,de GER,"DF,MF",Freiburg,25,1993,32.0,0,29,8,27.6,0.91,0.25,0.00,0.00,24.0,1,0,0,1.2,1.2,0.04,-1.2,-1.2,Matches
c58a9db7,Ahmet Gürleyen,de GER,DF,Mainz 05,19,1999,0.1,0,1,0,0.0,6.92,0.00,0.00,,14.3,0,0,0,0.6,0.6,0.61,-0.6,-0.6,Matches
1bcca8b8,Jonathan de Guzmán,nl NED,MF,Eint Frankfurt,30,1987,17.4,3,22,7,31.8,1.27,0.40,0.14,0.43,20.6,2,0,0,3.2,3.2,0.15,-0.2,-0.2,Matches
70dcf94d,Janik Haberer,de GER,"MF,FW",Freiburg,24,1994,26.0,1,26,3,11.5,1.00,0.12,0.04,0.33,22.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
a5ec3ede,Alexander Hack,de GER,DF,Mainz 05,24,1993,11.3,1,12,2,16.7,1.06,0.18,0.08,0.50,13.9,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
f765bb88,Benjamin Hadžić,ba BIH,"FW,MF",Hannover 96,19,1999,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cd82452e,André Hahn,de GER,"FW,MF",Augsburg,27,1990,22.8,4,37,14,37.8,1.62,0.61,0.11,0.29,17.2,0,0,0,2.9,2.9,0.08,+1.1,+1.1,Matches
92432bc6,Amadou Haidara,ml MLI,MF,RB Leipzig,20,1998,4.2,1,12,2,16.7,2.86,0.48,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
e42d61c7,Achraf Hakimi,ma MAR,DF,Dortmund,19,1998,19.3,2,20,5,25.0,1.03,0.26,0.10,0.40,21.5,0,0,0,1.7,1.7,0.08,+0.3,+0.3,Matches
ba115a40,Sébastien Haller,ci CIV,FW,Eint Frankfurt,24,1994,24.2,15,51,23,45.1,2.10,0.95,0.24,0.52,11.8,0,3,3,13.1,10.7,0.21,+1.9,+1.3,Matches
8ff2354e,Marcel Halstenberg,de GER,"DF,FW",RB Leipzig,26,1991,26.8,3,21,8,38.1,0.78,0.30,0.05,0.13,20.4,6,2,2,3.6,2.0,0.10,-0.6,-1.0,Matches
f24ea523,Genki Haraguchi,jp JPN,"MF,DF",Hannover 96,27,1991,23.7,0,32,6,18.8,1.35,0.25,0.00,0.00,20.5,3,0,0,2.6,2.6,0.08,-2.6,-2.6,Matches
e7d59f4f,Amine Harit,ma MAR,"MF,FW",Schalke 04,21,1997,12.0,1,12,5,41.7,1.00,0.42,0.08,0.20,22.2,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
99b7584f,Martin Harnik,at AUT,"FW,MF",Werder Bremen,31,1987,9.2,4,28,17,60.7,3.04,1.85,0.14,0.24,13.0,0,0,0,5.8,5.8,0.21,-1.8,-1.8,Matches
9ab16552,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,34,1984,28.0,0,2,1,50.0,0.07,0.04,0.00,0.00,24.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
fed7cb61,Kai Havertz,de GER,"MF,FW",Leverkusen,19,1999,32.2,17,84,39,46.4,2.61,1.21,0.17,0.36,17.1,3,3,3,12.1,9.7,0.12,+4.9,+4.3,Matches
50871bcc,Thorgan Hazard,be BEL,"FW,MF",M'Gladbach,25,1993,31.9,10,70,22,31.4,2.19,0.69,0.10,0.32,21.6,7,3,5,9.8,5.9,0.08,+0.2,+1.1,Matches
699fb8db,Dominique Heintz,de GER,DF,Freiburg,24,1993,33.9,1,10,4,40.0,0.29,0.12,0.10,0.25,14.8,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
17611373,Rouwen Hennings,de GER,FW,Düsseldorf,30,1987,20.4,7,58,21,36.2,2.85,1.03,0.10,0.29,15.7,0,1,1,8.5,7.7,0.13,-1.5,-1.7,Matches
0a89e877,Benjamin Henrichs,de GER,DF,Leverkusen,21,1997,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
dfb6490a,Patrick Herrmann,de GER,"FW,DF",M'Gladbach,27,1991,12.0,3,19,4,21.1,1.58,0.33,0.16,0.75,19.8,2,0,0,1.5,1.5,0.08,+1.5,+1.5,Matches
080440a4,Martin Hinteregger,at AUT,DF,Augsburg,25,1992,17.5,2,17,4,23.5,0.97,0.23,0.12,0.50,21.3,1,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches
080440a4,Martin Hinteregger,at AUT,DF,Eint Frankfurt,25,1992,12.7,1,11,2,18.2,0.87,0.16,0.09,0.50,21.5,0,0,0,1.2,1.2,0.11,-0.2,-0.2,Matches
2e7ff968,Marwin Hitz,ch SUI,GK,Dortmund,30,1987,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
34b306a1,André Hoffmann,de GER,"DF,MF",Düsseldorf,25,1993,11.7,0,5,0,0.0,0.43,0.00,0.00,,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
5d8e331f,Nicolas Höfler,de GER,MF,Freiburg,28,1990,17.9,0,12,4,33.3,0.67,0.22,0.00,0.00,20.6,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
2903a856,Jonas Hofmann,de GER,MF,M'Gladbach,26,1992,21.2,5,34,8,23.5,1.60,0.38,0.12,0.50,22.7,1,1,2,5.5,3.9,0.12,-0.5,+0.1,Matches
ca618d23,Lucas Höler,de GER,FW,Freiburg,24,1994,11.2,4,26,11,42.3,2.33,0.98,0.15,0.36,15.3,0,0,0,3.9,3.9,0.15,+0.1,+0.1,Matches
2979c05a,Gerrit Holtmann,ph PHI,"FW,MF",Mainz 05,23,1995,1.6,0,2,0,0.0,1.24,0.00,0.00,,13.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
816192f0,Justin Hoogma,nl NED,"DF,MF",Hoffenheim,20,1998,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ad3389d5,Lukáš Hrádecký,fi FIN,GK,Leverkusen,28,1989,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
710fbdd1,Branimir Hrgota,se SWE,FW,Eint Frankfurt,25,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
99de6b6f,Benjamin Hübner,de GER,DF,Hoffenheim,29,1989,9.0,0,9,4,44.4,1.00,0.44,0.00,0.00,10.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
05d548d8,Mats Hummels,de GER,DF,Bayern Munich,29,1988,19.7,1,19,5,26.3,0.96,0.25,0.05,0.20,9.2,0,0,0,2.4,2.4,0.15,-1.4,-1.4,Matches
c3fd9887,Vedad Ibišević,ba BIH,FW,Hertha BSC,33,1984,20.1,10,52,19,36.5,2.59,0.95,0.17,0.47,11.0,0,1,1,12.4,11.8,0.23,-2.4,-2.8,Matches
4e3e4138,Ivo Iličević,hr CRO,MF,Nürnberg,31,1986,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8494acc4,Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,29,1989,10.4,0,4,0,0.0,0.39,0.00,0.00,,13.5,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
f3cccffe,Emiliano Insúa,ar ARG,DF,Stuttgart,29,1989,23.5,2,8,5,62.5,0.34,0.21,0.25,0.40,22.4,1,0,0,0.5,0.5,0.06,+1.5,+1.5,Matches
0c3057a9,Mikael Ishak,se SWE,FW,Nürnberg,25,1993,21.3,4,37,13,35.1,1.74,0.61,0.11,0.31,19.4,1,0,1,4.5,3.8,0.10,-0.5,+0.2,Matches
e6c15f6e,Gian-Luca Itter,de GER,DF,Wolfsburg,19,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3c05e082,Koo Ja-cheol,kr KOR,MF,Augsburg,29,1989,18.2,2,26,7,26.9,1.43,0.38,0.08,0.29,17.1,0,0,0,3.7,3.7,0.14,-1.7,-1.7,Matches
6be813ab,Lukas Jäger,at AUT,"FW,MF",Nürnberg,24,1994,0.3,0,1,0,0.0,3.33,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
cf01fe3a,Christoph Janker,de GER,"MF,FW",Augsburg,33,1985,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
34b54da7,Tony Jantschke,de GER,DF,M'Gladbach,28,1990,10.4,0,4,0,0.0,0.39,0.00,0.00,,10.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
27d2618c,Rune Jarstein,no NOR,GK,Hertha BSC,33,1984,30.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
6bba916f,Dennis Jastrzembski,pl POL,"FW,DF",Hertha BSC,18,2000,0.7,0,1,0,0.0,1.48,0.00,0.00,,33.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
f820504e,Tin Jedvaj,hr CRO,DF,Leverkusen,22,1995,12.5,0,9,3,33.3,0.72,0.24,0.00,0.00,21.2,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
3eeb80e0,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,20,1997,2.3,0,2,0,0.0,0.87,0.00,0.00,,21.7,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
c17bfb65,Joelinton,br BRA,"FW,MF",Hoffenheim,21,1996,23.7,7,56,24,42.9,2.37,1.01,0.13,0.29,16.4,0,0,0,8.3,8.3,0.15,-1.3,-1.3,Matches
c0dc9fc7,Aron Jóhannsson,us USA,MF,Werder Bremen,27,1990,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
76e5da9d,Fabian Johnson,us USA,"DF,FW",M'Gladbach,30,1987,11.2,1,3,1,33.3,0.27,0.09,0.33,1.00,12.1,0,0,0,1.1,1.1,0.36,-0.1,-0.1,Matches
531807b3,Jonathas,br BRA,FW,Hannover 96,29,1989,6.7,3,12,5,41.7,1.78,0.74,0.17,0.40,17.6,0,1,1,2.3,1.5,0.13,+0.7,+0.5,Matches
4d8cd038,Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,20,1997,24.9,17,96,41,42.7,3.85,1.65,0.17,0.39,14.6,0,1,1,14.9,14.1,0.15,+2.1,+1.9,Matches
86b30561,Sebastian Jung,de GER,DF,Wolfsburg,28,1990,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2d61d13a,Ozan Kabak,tr TUR,DF,Stuttgart,18,2000,15.0,3,11,5,45.5,0.73,0.33,0.27,0.60,14.1,0,0,0,1.3,1.3,0.12,+1.7,+1.7,Matches
79c90e45,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,26,1992,27.9,3,28,11,39.3,1.00,0.39,0.11,0.27,11.6,0,0,0,3.8,3.8,0.14,-0.8,-0.8,Matches
5afafbfe,Shinji Kagawa,jp JPN,MF,Dortmund,29,1989,1.1,0,4,2,50.0,3.67,1.84,0.00,0.00,21.4,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
94c18565,Florian Kainz,at AUT,FW,Werder Bremen,25,1992,4.1,0,8,2,25.0,1.93,0.48,0.00,0.00,20.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
2042d931,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,32,1985,25.7,8,44,14,31.8,1.71,0.54,0.11,0.36,14.2,1,3,3,10.1,7.7,0.18,-2.1,-2.7,Matches
463503e2,Marcin Kamiński,pl POL,DF,Düsseldorf,26,1992,27.0,0,8,1,12.5,0.30,0.04,0.00,0.00,18.2,2,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
8bdcb6fd,Patrick Kammerbauer,de GER,FW,Freiburg,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
b825a650,Kevin Kampl,si SVN,MF,RB Leipzig,27,1990,23.5,2,34,15,44.1,1.45,0.64,0.06,0.13,23.1,0,0,0,1.8,1.8,0.05,+0.2,+0.2,Matches
62ba5881,Stefanos Kapino,gr GRE,GK,Werder Bremen,24,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
8f0f2230,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,24,1994,10.2,3,21,8,38.1,2.06,0.78,0.14,0.38,12.1,0,0,0,3.4,3.4,0.16,-0.4,-0.4,Matches
815c314f,Marc-Oliver Kempf,de GER,DF,Stuttgart,23,1995,22.5,2,14,2,14.3,0.62,0.09,0.14,1.00,12.4,0,0,0,1.7,1.7,0.12,+0.3,+0.3,Matches
87fdfb9b,Sebastian Kerk,de GER,"MF,FW",Nürnberg,24,1994,13.1,0,18,6,33.3,1.37,0.46,0.00,0.00,25.4,5,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
59e4b92e,Rani Khedira,de GER,"DF,MF",Augsburg,24,1994,29.2,4,14,5,35.7,0.48,0.17,0.29,0.80,12.8,0,0,0,1.5,1.5,0.11,+2.5,+2.5,Matches
b956af7d,Isaac Kiese Thelin,se SWE,"FW,MF",Leverkusen,26,1992,2.0,0,5,1,20.0,2.50,0.50,0.00,0.00,12.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
49296448,Joshua Kimmich,de GER,"DF,MF",Bayern Munich,23,1995,34.0,2,25,8,32.0,0.74,0.24,0.08,0.25,18.5,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
15fd5593,Davy Klaassen,nl NED,MF,Werder Bremen,25,1993,31.3,5,32,9,28.1,1.02,0.29,0.16,0.56,20.0,0,0,0,3.0,3.0,0.10,+2.0,+2.0,Matches
aeda1f69,Felix Klaus,de GER,"FW,MF",Wolfsburg,25,1992,4.9,1,16,6,37.5,3.25,1.22,0.06,0.17,18.2,0,0,0,1.9,1.9,0.12,-0.9,-0.9,Matches
258a6f4d,Tim Kleindienst,de GER,FW,Freiburg,22,1995,2.2,0,5,1,20.0,2.25,0.45,0.00,0.00,17.2,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
ca8033cb,Lukas Klostermann,de GER,DF,RB Leipzig,22,1996,22.3,5,13,6,46.2,0.58,0.27,0.38,0.83,12.5,0,0,0,2.0,2.0,0.16,+3.0,+3.0,Matches
92948149,Lukas Klünter,de GER,DF,Hertha BSC,22,1996,6.6,0,5,1,20.0,0.76,0.15,0.00,0.00,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
6bd5cd5d,Robin Knoche,de GER,DF,Wolfsburg,26,1992,31.0,3,14,5,35.7,0.45,0.16,0.21,0.60,9.4,0,0,0,1.8,1.8,0.13,+1.2,+1.2,Matches
b883006f,Törles Knöll,de GER,"FW,MF",Nürnberg,20,1997,4.1,1,6,3,50.0,1.46,0.73,0.17,0.33,9.6,0,0,0,1.0,1.0,0.17,0.0,0.0,Matches
cd59b9df,Gregor Kobel,ch SUI,GK,Hoffenheim,20,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
cd59b9df,Gregor Kobel,ch SUI,GK,Augsburg,20,1997,15.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
ea6bc03a,Robin Koch,de GER,"MF,DF",Freiburg,22,1996,21.1,1,11,2,18.2,0.52,0.09,0.09,0.50,17.3,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
0fbecd11,Dominik Kohr,de GER,MF,Leverkusen,24,1994,10.8,0,15,4,26.7,1.39,0.37,0.00,0.00,22.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4,Matches
5ed9b537,Ibrahima Konaté,fr FRA,DF,RB Leipzig,19,1999,27.0,1,13,3,23.1,0.48,0.11,0.08,0.33,11.7,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
d9a5d930,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,28,1989,7.3,1,17,5,29.4,2.33,0.69,0.06,0.20,23.6,1,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
3861d9cc,Pascal Köpke,de GER,"FW,MF",Hertha BSC,22,1995,0.8,0,4,1,25.0,4.86,1.22,0.00,0.00,18.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
3dffff26,Julian Korb,de GER,DF,Hannover 96,26,1992,11.2,0,2,0,0.0,0.18,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
b1cd37e6,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,25,1992,32.8,6,62,18,29.0,1.89,0.55,0.10,0.33,21.4,7,0,0,4.5,4.5,0.07,+1.5,+1.5,Matches
be5e1c4c,Dawid Kownacki,pl POL,"MF,FW",Düsseldorf,21,1997,6.4,4,13,5,38.5,2.03,0.78,0.31,0.80,14.9,0,0,0,1.6,1.6,0.12,+2.4,+2.4,Matches
bb25c778,Thomas Kraft,de GER,GK,Hertha BSC,30,1988,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
603cb947,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,27,1991,26.6,17,104,38,36.5,3.91,1.43,0.12,0.32,18.6,8,5,6,21.0,16.3,0.16,-4.0,-4.3,Matches
496aeede,Christoph Kramer,de GER,MF,M'Gladbach,27,1991,12.6,2,8,3,37.5,0.63,0.24,0.25,0.67,17.6,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
f9446dcd,Max Kruse,de GER,"FW,MF",Werder Bremen,30,1988,31.5,11,88,37,42.0,2.80,1.18,0.09,0.22,19.9,2,3,3,10.3,8.0,0.09,+0.7,0.0,Matches
2a29eb9b,Lukas Kübler,de GER,"DF,MF",Freiburg,25,1992,13.2,0,6,2,33.3,0.46,0.15,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
cba16a46,Yuya Kubo,jp JPN,"FW,MF",Nürnberg,24,1993,15.1,1,29,11,37.9,1.92,0.73,0.03,0.09,19.5,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
9ceb7642,Pierre Kunde,cm CMR,MF,Mainz 05,23,1995,21.2,0,30,7,23.3,1.41,0.33,0.00,0.00,28.8,2,0,0,0.9,0.9,0.03,-0.9,-0.9,Matches
beda9675,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,18,2000,4.7,2,13,7,53.8,2.75,1.48,0.15,0.29,20.8,1,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
c1b7847c,Konrad Laimer,at AUT,"MF,DF",RB Leipzig,21,1997,20.8,1,14,5,35.7,0.67,0.24,0.07,0.20,16.2,0,0,0,2.5,2.5,0.18,-1.5,-1.5,Matches
864db10a,Michael Lang,ch SUI,DF,M'Gladbach,27,1991,13.9,1,11,3,27.3,0.79,0.22,0.09,0.33,10.5,0,0,0,1.9,1.9,0.17,-0.9,-0.9,Matches
74d70fb5,Sebastian Langkamp,de GER,DF,Werder Bremen,30,1988,15.7,0,10,2,20.0,0.64,0.13,0.00,0.00,10.0,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
33b554b7,Danny Latza,de GER,MF,Mainz 05,28,1989,20.7,0,39,7,17.9,1.88,0.34,0.00,0.00,21.6,1,0,0,2.9,2.9,0.08,-2.9,-2.9,Matches
016ff750,Valentino Lazaro,at AUT,"DF,FW",Hertha BSC,22,1996,30.5,3,20,8,40.0,0.66,0.26,0.15,0.38,18.3,3,0,0,2.1,2.1,0.11,+0.9,+0.9,Matches
b93b7882,Mathew Leckie,au AUS,"FW,MF",Hertha BSC,27,1991,10.5,2,22,9,40.9,2.10,0.86,0.09,0.22,12.9,0,0,0,2.7,2.7,0.12,-0.7,-0.7,Matches
f2571c91,Tim Leibold,de GER,DF,Nürnberg,24,1993,30.7,0,27,5,18.5,0.88,0.16,0.00,0.00,22.8,3,0,1,2.0,1.2,0.04,-2.0,-1.2,Matches
8d78e732,Robert Lewandowski,pl POL,FW,Bayern Munich,29,1988,32.9,22,140,48,34.3,4.26,1.46,0.14,0.40,13.2,5,3,4,30.7,27.5,0.20,-8.7,-8.5,Matches
302527b2,Philipp Lienhart,at AUT,DF,Freiburg,22,1996,6.8,0,4,0,0.0,0.59,0.00,0.00,,11.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches
58007d77,Davor Lovren,hr CRO,MF,Düsseldorf,19,1998,0.5,0,1,1,100.0,1.96,1.96,0.00,0.00,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
70678132,Eduard Löwen,de GER,"MF,FW",Nürnberg,21,1997,18.0,3,37,13,35.1,2.05,0.72,0.08,0.23,25.0,7,0,0,3.1,3.1,0.08,-0.1,-0.1,Matches
30a09cb5,Derrick Luckassen,nl NED,DF,Hertha BSC,23,1995,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
