id,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
3d7e48ce,Iván Alejo,es ESP,"MF,FW",Cádiz,26,1995,11.8,193,329,58.7,3129,1194,103,129,79.8,54,85,63.5,23,76,30.3,2,1.8,2.1,+0.2,20,19,23,23,25,Matches
6c811eb7,Carles Aleñá,es ESP,MF,Getafe,23,1998,25.8,683,869,78.6,11604,2454,330,382,86.4,266,309,86.1,62,106,58.5,2,1.3,1.4,+0.7,20,66,14,5,81,Matches
683a1d81,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,21,2000,0.2,12,15,80.0,201,118,6,7,85.7,4,4,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
6f392eb8,Hugo Álvarez,es ESP,FW,Celta Vigo,18,2003,0.1,1,3,33.3,12,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
3ecc11d8,Yeray Álvarez,es ESP,DF,Athletic Club,26,1995,20.7,832,1019,81.6,16426,6655,290,322,90.1,436,484,90.1,98,180,54.4,0,0.1,0.3,-0.1,4,49,2,0,64,Matches
c9e99e49,Dani Alves,br BRA,DF,Barcelona,38,1983,12.2,915,1089,84.0,13852,4399,545,580,94.0,264,313,84.3,75,141,53.2,3,2.3,3.1,+0.7,22,85,27,15,72,Matches
69c5633e,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,19,2001,0.9,26,39,66.7,425,161,11,15,73.3,12,18,66.7,2,4,50.0,1,0.1,0.0,+0.9,1,1,0,0,4,Matches
f3b1d9a2,Amath,sn SEN,"FW,MF",Mallorca,25,1996,9.8,159,202,78.7,2044,508,89,107,83.2,44,54,81.5,7,8,87.5,1,0.9,0.5,+0.1,6,11,5,1,19,Matches
dc008610,Florin Andone,ro ROU,FW,Cádiz,28,1993,2.0,25,38,65.8,283,21,14,19,73.7,7,11,63.6,0,1,0.0,0,0.1,0.0,-0.1,3,2,0,0,2,Matches
3024e383,José Ángel,es ESP,DF,Osasuna,31,1989,12.0,590,785,75.2,12280,5279,242,278,87.1,228,298,76.5,117,191,61.3,1,1.5,1.8,-0.5,8,72,23,13,98,Matches
4a5f2032,Josep Antoni Gayá,es ESP,DF,Mallorca,21,2000,0.6,23,28,82.1,347,131,8,11,72.7,9,10,90.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
58afe001,Mauro Arambarri,uy URU,MF,Getafe,25,1995,29.6,933,1266,73.7,19318,5465,347,418,83.0,364,456,79.8,200,325,61.5,5,2.2,2.7,+2.8,45,87,8,5,79,Matches
27a013f7,Néstor Araujo,mx MEX,DF,Celta Vigo,29,1991,29.1,1326,1555,85.3,26401,6871,399,443,90.1,752,814,92.4,156,253,61.7,0,0.2,0.4,-0.2,2,57,3,1,83,Matches
2bef2bca,Ronald Araújo,uy URU,DF,Barcelona,22,1999,25.2,1491,1662,89.7,28250,8838,511,544,93.9,828,876,94.5,133,209,63.6,0,1.2,0.8,-1.2,8,74,4,3,91,Matches
94e01ec6,Jesús Areso,es ESP,DF,Osasuna,22,1999,2.1,49,73,67.1,904,504,21,24,87.5,23,34,67.6,5,15,33.3,0,0.0,0.0,0.0,1,4,0,0,3,Matches
484ebdb0,Matias Arezo,uy URU,"FW,MF",Granada,18,2002,1.8,18,38,47.4,187,69,13,20,65.0,4,11,36.4,0,1,0.0,0,0.3,0.1,-0.3,6,3,1,0,3,Matches
fdd60087,Santiago Arias,co COL,DF,Granada,29,1992,4.9,153,218,70.2,2480,1038,75,92,81.5,64,91,70.3,12,23,52.2,0,0.4,0.2,-0.4,5,10,3,3,11,Matches
759d8dd7,Santiago Arzamendia,py PAR,MF,Cádiz,23,1998,5.2,105,170,61.8,1588,457,59,71,83.1,32,43,74.4,8,38,21.1,0,0.0,0.2,0.0,1,4,4,3,3,Matches
9f0ea33f,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6.0,185,228,81.1,4206,2778,43,43,100.0,103,104,99.0,37,76,48.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
b4c23f36,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20,2000,0.1,7,8,87.5,156,37,5,6,83.3,0,0,,2,2,100.0,0,0.0,0.0,0.0,1,1,1,1,1,Matches
45af8a54,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,19.2,731,894,81.8,10841,2086,415,452,91.8,221,261,84.7,55,102,53.9,0,2.4,3.0,-2.4,31,59,19,2,80,Matches
7dcf86f6,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,34.3,968,1371,70.6,13844,2606,542,664,81.6,266,378,70.4,75,148,50.7,5,5.9,5.8,-0.9,57,60,42,7,108,Matches
d5dd5f1f,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,1989,12.0,176,238,73.9,2279,294,106,135,78.5,47,61,77.0,7,10,70.0,1,1.1,0.6,-0.1,8,8,9,0,16,Matches
9fec8860,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,27,1994,8.8,437,551,79.3,6682,2082,247,269,91.8,148,175,84.6,29,79,36.7,1,0.8,0.6,+0.2,9,16,8,6,19,Matches
5c2b4f07,Serge Aurier,ci CIV,DF,Villarreal,28,1992,11.2,623,742,84.0,10097,3419,309,346,89.3,266,306,86.9,32,48,66.7,1,1.4,1.0,-0.4,6,35,11,4,59,Matches
253a06b9,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,20.8,307,556,55.2,5848,1808,132,199,66.3,111,184,60.3,51,111,45.9,1,1.6,2.0,-0.6,18,24,27,18,47,Matches
bfd381b3,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,21.5,617,779,79.2,11335,3758,239,291,82.1,285,331,86.1,75,111,67.6,0,0.6,0.9,-0.6,10,58,7,1,73,Matches
09a9e921,Carlos Bacca,co COL,FW,Granada,34,1986,5.7,62,99,62.6,913,279,34,51,66.7,23,37,62.2,3,5,60.0,1,1.3,0.4,-0.3,7,6,4,0,10,Matches
e4346678,Édgar Badía,es ESP,GK,Elche,29,1992,24.0,565,830,68.1,18595,14474,77,78,98.7,229,233,98.3,257,514,50.0,0,0.0,0.0,0.0,0,11,0,0,0,Matches
a98f3cbf,Miguel Baeza,es ESP,DF,Celta Vigo,21,2000,0.0,4,5,80.0,56,7,2,2,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
5ccc9672,Alejandro Balde,es ESP,"DF,FW",Barcelona,17,2003,2.1,138,150,92.0,1779,312,93,96,96.9,37,41,90.2,3,6,50.0,0,0.0,0.2,0.0,1,6,3,2,7,Matches
a58bb1e1,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,3.1,45,65,69.2,668,177,25,31,80.6,16,21,76.2,3,5,60.0,0,0.1,0.1,-0.1,2,3,3,2,8,Matches
1fe67e86,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,22.5,765,1013,75.5,11605,4473,430,484,88.8,256,349,73.4,48,112,42.9,0,0.4,0.7,-0.4,8,49,13,7,68,Matches
cee88597,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35.0,1350,1796,75.2,22969,10202,663,741,89.5,521,672,77.5,135,269,50.2,2,3.5,4.8,-1.5,44,97,36,27,134,Matches
981c1863,Barbero,es ESP,"FW,MF",Osasuna,22,1998,0.2,7,11,63.6,59,7,5,8,62.5,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
0c717ae6,Barcia,es ESP,DF,Granada,20,2000,0.8,8,22,36.4,167,11,2,4,50.0,5,10,50.0,1,8,12.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
cac2537b,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,18.9,529,749,70.6,8708,2774,278,330,84.2,153,220,69.5,66,130,50.8,3,3.0,3.0,0.0,42,54,17,1,103,Matches
03049c8c,Keidi Bare,al ALB,MF,Espanyol,23,1997,16.5,761,886,85.9,12983,3403,351,387,90.7,308,343,89.8,72,94,76.6,1,0.5,0.5,+0.5,8,81,6,1,67,Matches
aad53e64,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,9.6,249,374,66.6,3893,923,142,172,82.6,78,121,64.5,20,42,47.6,0,0.5,0.6,-0.5,5,23,8,0,35,Matches
487d9b09,Antonio Barragán,es ESP,DF,Elche,34,1987,11.3,423,542,78.0,7372,3246,182,206,88.3,182,223,81.6,42,87,48.3,0,0.1,0.2,-0.1,2,27,4,2,41,Matches
200e89e1,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,19,2001,6.1,129,184,70.1,1869,529,74,90,82.2,43,61,70.5,5,12,41.7,1,0.8,1.1,+0.2,6,6,10,0,22,Matches
b742cc0d,Marc Bartra,es ESP,DF,Betis,30,1991,22.1,926,1131,81.9,18444,7345,302,328,92.1,521,573,90.9,96,208,46.2,0,0.1,0.3,-0.1,4,63,2,0,59,Matches
42a028c5,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,2.2,41,53,77.4,681,108,21,24,87.5,14,16,87.5,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,5,Matches
d637fc22,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,13.1,427,515,82.9,6418,2202,241,265,90.9,137,163,84.0,29,47,61.7,0,0.1,0.3,-0.1,3,34,1,0,41,Matches
debc6b55,Jon Bautista,es ESP,MF,Real Sociedad,26,1995,0.5,6,7,85.7,60,14,6,7,85.7,0,0,,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
d8712bf9,Bebé,cv CPV,FW,Rayo Vallecano,31,1990,9.6,208,332,62.7,3687,939,105,125,84.0,63,102,61.8,31,75,41.3,2,1.8,2.4,+0.2,15,14,11,8,10,Matches
f874dd44,Héctor Bellerín,es ESP,DF,Betis,26,1995,22.0,804,1048,76.7,12134,4764,433,509,85.1,300,383,78.3,44,89,49.4,2,2.1,3.0,-0.1,26,49,20,7,75,Matches
ed5c5fa3,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,28.9,1716,1893,90.6,31485,7076,661,720,91.8,798,840,95.0,196,231,84.8,0,0.3,0.8,-0.3,11,122,8,4,131,Matches
bef0a7ac,Darío Benedetto,ar ARG,"FW,MF",Elche,31,1990,6.6,72,112,64.3,1311,310,37,48,77.1,23,35,65.7,12,17,70.6,1,0.9,0.3,+0.1,4,10,4,0,14,Matches
50cbc806,Iker Benito,es ESP,"FW,MF",Osasuna,18,2002,1.3,19,29,65.5,240,91,12,14,85.7,6,9,66.7,0,0,,0,0.1,0.1,-0.1,1,1,1,1,3,Matches
a7416105,Pedro Benito,es ESP,FW,Cádiz,21,2000,0.3,3,5,60.0,47,7,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
70d74ece,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,28.8,1043,1245,83.8,13822,3030,670,739,90.7,249,290,85.9,56,76,73.7,12,7.9,7.4,+4.1,62,76,82,1,177,Matches
b6e50615,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,11.3,487,634,76.8,7612,3366,265,299,88.6,178,230,77.4,27,57,47.4,2,1.2,0.9,+0.8,7,44,8,4,64,Matches
dc1c2fce,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,24.1,548,877,62.5,8138,2773,311,393,79.1,152,239,63.6,47,139,33.8,6,5.4,5.4,+0.6,43,33,25,12,77,Matches
697295b1,Pedro Bigas,es ESP,DF,Elche,30,1990,17.2,806,933,86.4,15307,5939,302,321,94.1,408,446,91.5,86,142,60.6,0,0.3,0.4,-0.3,5,44,3,1,59,Matches
506daeac,Blanco,es ESP,MF,Real Madrid,21,2000,0.3,18,20,90.0,278,93,7,8,87.5,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
f6798fc3,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31.0,819,1072,76.4,23163,13690,114,114,100.0,437,444,98.4,267,510,52.4,2,0.6,0.0,+1.4,2,10,0,0,0,Matches
d49f3e6b,Lucas Boyé,ar ARG,FW,Elche,25,1996,19.0,306,426,71.8,4319,733,176,219,80.4,81,113,71.7,25,38,65.8,3,2.0,0.7,+1.0,22,18,8,0,37,Matches
fd771f95,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,2.6,44,56,78.6,549,80,29,35,82.9,10,14,71.4,1,1,100.0,1,1.2,0.6,-0.2,2,1,1,0,4,Matches
4accb7e0,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,26.7,676,910,74.3,9449,2146,374,463,80.8,224,286,78.3,28,51,54.9,2,1.7,1.7,+0.3,29,63,17,3,103,Matches
10072610,Claudio Bravo,cl CHI,GK,Betis,38,1983,16.2,332,507,65.5,10758,8164,55,55,100.0,128,132,97.0,147,315,46.7,0,0.1,0.0,-0.1,1,9,1,0,0,Matches
3d688b46,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,3.8,95,127,74.8,1589,466,39,50,78.0,47,57,82.5,4,10,40.0,0,0.0,0.0,0.0,1,9,0,0,17,Matches
7b5ab7f2,Bryan,es ESP,"MF,FW",Valencia,20,2001,8.4,156,244,63.9,2193,794,92,105,87.6,38,79,48.1,13,37,35.1,1,1.5,1.2,-0.5,10,13,12,3,26,Matches
8f3565b3,Ante Budimir,hr CRO,FW,Osasuna,30,1991,19.3,204,358,57.0,2566,416,130,205,63.4,48,76,63.2,7,13,53.8,2,0.7,0.6,+1.3,10,18,6,1,23,Matches
5ab0ea87,Sergio Busquets,es ESP,MF,Barcelona,33,1988,35.5,2430,2793,87.0,42404,12095,1078,1187,90.8,984,1090,90.3,272,355,76.6,0,1.7,2.7,-1.7,33,274,25,1,291,Matches
505dce2b,Adrián Butzke,es ESP,FW,Granada,22,1999,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
e7ab4179,Erick Cabaco,uy URU,DF,Getafe,26,1995,4.5,115,173,66.5,2418,1157,38,48,79.2,56,67,83.6,19,51,37.3,1,0.4,0.2,+0.6,2,12,0,0,13,Matches
69cbc8b6,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37.0,1458,1934,75.4,30092,15087,493,556,88.7,712,849,83.9,229,461,49.7,0,0.7,0.8,-0.7,10,120,2,0,107,Matches
e94d79e3,Martín Cáceres,uy URU,DF,Levante,34,1987,7.4,287,353,81.3,5485,1893,119,128,93.0,130,155,83.9,35,61,57.4,0,0.1,0.2,-0.1,3,20,3,1,31,Matches
fe05804b,Cala,es ESP,DF,Cádiz,31,1989,10.5,216,295,73.2,5017,1832,47,57,82.5,120,142,84.5,47,89,52.8,0,0.5,0.0,-0.5,2,8,0,0,8,Matches
da4e70e5,Calderón,es ESP,DF,Betis,21,2000,0.7,41,45,91.1,665,144,25,26,96.2,12,15,80.0,4,4,100.0,0,0.1,0.1,-0.1,1,0,3,1,2,Matches
41b3069f,Fernando Calero,es ESP,DF,Espanyol,25,1995,12.1,528,633,83.4,9557,3859,226,237,95.4,248,278,89.2,47,103,45.6,0,0.1,0.2,-0.1,2,36,0,0,24,Matches
b2d03887,Víctor Camarasa,es ESP,"MF,FW",Betis,27,1994,1.2,41,50,82.0,701,185,15,18,83.3,26,28,92.9,0,1,0.0,0,0.0,0.1,0.0,0,3,1,0,5,Matches
7b9c2d84,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,13.7,760,847,89.7,13399,3459,339,364,93.1,322,345,93.3,78,95,82.1,1,1.0,1.4,0.0,14,75,7,1,79,Matches
61220da2,José Campaña,es ESP,MF,Levante,28,1993,15.8,715,880,81.3,11816,4424,365,395,92.4,248,291,85.2,74,141,52.5,2,1.1,1.3,+0.9,24,79,16,1,133,Matches
a6de370d,Sergio Canales,es ESP,"FW,MF",Betis,30,1991,31.0,1551,1878,82.6,25591,6640,771,867,88.9,554,633,87.5,154,250,61.6,8,5.6,5.9,+2.4,65,145,56,5,238,Matches
4aa253fd,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,6.8,89,131,67.9,1347,374,52,65,80.0,29,42,69.0,5,9,55.6,1,0.4,0.6,+0.6,3,8,6,2,14,Matches
37f1cf47,Ander Capa,es ESP,DF,Athletic Club,29,1992,0.0,1,2,50.0,19,19,0,1,0.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
5acc4a10,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,25.4,1167,1330,87.7,19093,5195,567,616,92.0,476,522,91.2,86,124,69.4,1,0.5,2.1,+0.5,5,131,10,1,134,Matches
c4b888df,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,17.2,540,735,73.5,9096,3232,276,313,88.2,208,281,74.0,47,100,47.0,1,0.5,0.6,+0.5,9,50,10,4,62,Matches
e1846dde,Cárdenas,es ESP,GK,Levante,24,1997,24.0,496,725,68.4,13104,9639,124,125,99.2,201,204,98.5,160,382,41.9,0,0.0,0.0,0.0,1,17,0,0,0,Matches
8249ff06,Carlo,es ESP,MF,Villarreal,20,2001,0.1,4,4,100.0,69,23,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,2,Matches
b4a014b1,Diego Carlos,br BRA,DF,Sevilla,28,1993,32.9,1916,2195,87.3,41010,14893,517,563,91.8,1082,1126,96.1,294,460,63.9,0,0.2,1.0,-0.2,4,92,8,1,99,Matches
2dce876a,Carmona,es ESP,DF,Sevilla,19,2002,0.3,7,13,53.8,148,51,2,5,40.0,3,5,60.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
de39485a,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,27,1993,28.7,947,1253,75.6,12875,4031,589,665,88.6,232,306,75.8,61,145,42.1,6,7.0,6.9,-1.0,54,38,43,10,84,Matches
8f898ba8,Guido Carrillo,ar ARG,FW,Elche,30,1991,13.0,208,302,68.9,2561,422,134,177,75.7,42,65,64.6,9,14,64.3,0,0.3,0.4,-0.3,6,14,2,0,13,Matches
4958bfb2,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,17.2,1020,1193,85.5,16957,4438,522,568,91.9,396,459,86.3,87,122,71.3,3,2.4,2.8,+0.6,25,51,24,8,73,Matches
dee86451,William Carvalho,pt POR,MF,Betis,29,1992,20.1,1157,1321,87.6,19636,5794,592,643,92.1,432,485,89.1,110,141,78.0,3,1.5,1.4,+1.5,22,134,24,0,163,Matches
4d224fe8,Casemiro,br BRA,MF,Real Madrid,29,1992,28.5,1695,1989,85.2,30880,10039,782,857,91.2,630,743,84.8,227,288,78.8,3,2.8,2.9,+0.2,26,194,21,4,162,Matches
58bc7d18,Kiko Casilla,es ESP,GK,Elche,34,1986,14.0,324,486,66.7,9565,7217,58,58,100.0,134,139,96.4,128,283,45.2,0,0.1,0.0,-0.1,1,4,0,0,0,Matches
274ab13c,Catena,es ESP,DF,Rayo Vallecano,26,1994,36.0,1393,1723,80.8,32147,13809,371,423,87.7,705,785,89.8,301,464,64.9,2,0.8,0.7,+1.2,7,89,1,0,84,Matches
c0617e2b,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,3.1,240,262,91.6,3954,1124,120,127,94.5,89,95,93.7,23,28,82.1,0,0.2,0.3,-0.2,3,22,6,0,20,Matches
5e1028e5,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,20.0,560,763,73.4,8070,1975,320,371,86.3,167,220,75.9,39,85,45.9,3,1.1,1.4,+1.9,12,39,11,3,61,Matches
9ed40a69,Chapela,es ESP,"MF,FW",Cádiz,22,1999,4.4,52,87,59.8,1037,571,22,32,68.8,19,28,67.9,9,16,56.3,0,0.1,0.1,-0.1,2,9,2,0,12,Matches
7f203b54,Chema,es ESP,MF,Getafe,29,1992,0.5,11,15,73.3,259,102,3,3,100.0,5,6,83.3,3,6,50.0,0,0.0,0.0,0.0,1,3,0,0,2,Matches
0ac94a23,Denis Cheryshev,ru RUS,"MF,FW",Valencia,30,1990,6.3,104,171,60.8,1671,410,52,69,75.4,39,59,66.1,8,21,38.1,1,0.4,0.8,+0.6,3,7,6,0,19,Matches
b8a642fc,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,22,1999,14.8,337,465,72.5,5076,1033,189,236,80.1,121,152,79.6,17,33,51.5,3,4.6,4.1,-1.6,29,11,27,1,41,Matches
ec1a731e,Víctor Chust,es ESP,DF,Cádiz,21,2000,20.3,677,807,83.9,13732,4403,222,243,91.4,332,371,89.5,108,162,66.7,0,0.0,0.1,0.0,0,39,0,0,47,Matches
04ac8285,Jasper Cillessen,nl NED,GK,Valencia,32,1989,16.2,299,447,66.9,10204,8337,41,42,97.6,108,110,98.2,148,291,50.9,1,0.0,0.0,+1.0,1,9,0,0,0,Matches
9a0408b6,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,12.2,435,523,83.2,8270,2398,177,201,88.1,184,210,87.6,62,85,72.9,1,0.5,0.4,+0.5,4,52,3,0,55,Matches
33a61a52,Carlos Clerc,es ESP,DF,Levante,29,1992,16.8,668,878,76.1,10342,3922,376,410,91.7,228,291,78.4,42,111,37.8,0,0.8,1.5,-0.8,11,58,15,4,66,Matches
6d8f8441,Coke,es ESP,DF,Levante,34,1987,1.3,57,69,82.6,881,520,31,34,91.2,20,24,83.3,4,5,80.0,0,0.1,0.0,-0.1,2,5,2,0,8,Matches
85dace26,Álex Collado,es ESP,"MF,FW",Granada,22,1999,11.3,268,365,73.4,4336,1023,127,146,87.0,100,123,81.3,26,55,47.3,1,1.0,1.5,0.0,16,28,9,1,38,Matches
15937e17,Eray Cömert,ch SUI,DF,Valencia,23,1998,4.5,169,201,84.1,3630,1367,45,49,91.8,97,103,94.2,25,44,56.8,0,0.0,0.0,0.0,1,13,0,0,15,Matches
5ae499d0,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,29.8,1214,1481,82.0,20966,6613,562,658,85.4,473,535,88.4,134,180,74.4,2,2.0,2.0,0.0,27,127,19,3,165,Matches
4eae5bc4,Diego Conde,es ESP,GK,Getafe,22,1998,0.1,0,6,0.0,0,0,0,0,,0,0,,0,6,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
a6951bf8,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,9.2,408,480,85.0,5874,1416,230,256,89.8,129,141,91.5,19,29,65.5,1,0.8,1.2,+0.2,10,43,9,0,56,Matches
fb938d24,Jesús Corona,mx MEX,"FW,DF",Sevilla,28,1993,12.9,466,603,77.3,7149,1472,250,284,88.0,160,198,80.8,31,67,46.3,4,3.1,2.1,+0.9,26,23,16,6,54,Matches
01eb744d,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,20.6,465,638,72.9,5631,1250,300,353,85.0,97,146,66.4,17,42,40.5,5,3.7,3.7,+1.3,25,29,15,1,65,Matches
c78b352d,Thierry Correia,pt POR,DF,Valencia,22,1999,15.7,453,658,68.8,8138,3515,211,242,87.2,177,254,69.7,55,113,48.7,1,1.1,0.7,-0.1,8,43,12,2,53,Matches
f13d02a6,Hélder Costa,ao ANG,"MF,FW",Valencia,27,1994,12.4,191,302,63.2,2872,833,107,146,73.3,68,97,70.1,8,26,30.8,1,1.8,2.2,-0.8,17,17,16,8,34,Matches
808d48f3,Jaume Costa,es ESP,DF,Mallorca,33,1988,20.3,724,1010,71.7,11216,4394,392,458,85.6,263,363,72.5,48,126,38.1,4,2.4,2.7,+1.6,20,39,32,17,68,Matches
